precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","OCOLIŞAN OCTAVIAN-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL CHIMINDIA",379,HĂRĂU,89801,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:10:08",308,288,0,13,7,192,172,0,13,7,189,3,315,123,29,5,148,7
22,HUNEDOARA,"CĂMINUL CULTURAL HĂRĂU",376,HĂRĂU,89801,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:51:21",680,657,0,4,19,402,379,0,4,19,397,5,747,345,40,32,251,74
22,HUNEDOARA,"DISPENSAR UMAN BÂRSĂU",378,HĂRĂU,89801,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:05:29",423,402,0,7,14,288,267,0,7,14,282,6,457,169,46,26,194,16
22,HUNEDOARA,"SPAȚIU ADMINISTRATIV BANPOTOC",377,HĂRĂU,89801,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:17:22",396,376,2,5,13,273,255,0,5,13,263,9,410,138,31,14,205,13
