precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-voturi","FORȚA DREPTEI-voturi","AVRAM BOGDAN-MIHAI-voturi","MITIRIŢĂ ALINA-MARIA-voturi","SIMION NECULAE-voturi"
3,ARGEŞ,"LICEUL TEHNOLOGIC ” VICTOR SLĂVESCU” - SALA DE SPORT",453,RUCĂR,18527,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:52:07",1215,1199,0,5,11,830,814,0,5,11,795,35,1330,500,197,181,221,58,16,95,24,3
3,ARGEŞ,"ŞCOALA GENERALĂ NR.2 - CLASA NR. 1",454,RUCĂR,18527,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:40:37",1042,1019,0,8,15,723,700,0,8,15,713,10,1120,397,224,196,141,36,38,49,28,1
3,ARGEŞ,"ȘCOALA GIMNAZIALĂ ”NAE A. GHICA” - SALA CLASĂ PREGĂTITOARE",456,RUCĂR,18527,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:37:29",1406,1361,3,9,33,1018,975,1,9,33,960,40,1505,490,199,316,279,59,10,41,53,3
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”NAE A GHICA” - SALA DE SPORT",455,RUCĂR,18527,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:45:25",1008,979,0,9,20,758,729,0,9,20,738,18,1109,353,148,285,149,60,13,33,49,1
3,ARGEŞ,"ŞCOALA SĂTIC",457,RUCĂR,18527,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:05:12",117,106,0,10,1,80,69,0,10,1,77,3,105,25,17,15,37,3,0,2,3,0
