precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
14,CONSTANŢA,"GRĂDINIȚA CU ORAR NORMAL COGEALAC",405,COGEALAC,61372,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:32:07",1618,1506,1,85,26,1229,1117,1,85,26,1103,67,1658,473,674,354,48,25,2
14,CONSTANŢA,"SCOALA GIMNAZIALA ” CRISTEA CARAMAN” COGEALAC",406,COGEALAC,61372,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:12:57",1378,1268,0,84,26,1006,896,0,84,26,973,28,1388,382,589,316,29,31,8
14,CONSTANŢA,"ȘCOALA GIMNAZIALA NUMARUL 1 RÂMNICU DE JOS",407,COGEALAC,61372,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:32:24",690,655,0,25,10,439,404,0,25,10,432,7,722,283,277,111,17,19,8
14,CONSTANŢA,"ȘCOALA GIMNAZIALA NUMARUL 2 TARIVERDE",408,COGEALAC,61372,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:40:20",866,840,0,15,11,604,578,0,15,11,581,23,921,317,384,146,20,24,7
