precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNGUREANU MĂDĂLIN-ION-PARTIDUL SOCIAL DEMOCRAT-voturi","HORCEA DANIEL-PARTIDUL NAȚIONAL LIBERAL-voturi","DODENCI AURICĂ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","POPESCU ANDREI-MARIUS-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","TOADER IONUŢ-IRINEL-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","CIORTAN CONSTANTIN-FORȚA DREPTEI-voturi","PAPUC NICUŞOR-FLORIN-voturi"
20,GORJ,"CĂMIN CULTURAL BĂLEŞTI",139,BĂLEŞTI,77910,1,PART,PRCNCT,P,P_SV,"2024-06-10 14:58:28",1736,1698,0,20,18,1176,1138,0,20,18,1080,57,1900,763,820,101,20,81,3,1,54
20,GORJ,"CĂMIN CULTURAL RASOVA",142,BĂLEŞTI,77910,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:25:31",447,425,0,16,6,312,290,0,16,6,304,8,477,165,234,23,7,19,2,0,19
20,GORJ,"CĂMIN CULTURAL STOLOJANI",143,BĂLEŞTI,77910,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:56:44",558,533,0,19,6,346,321,0,19,6,343,3,600,254,251,42,18,14,0,3,15
20,GORJ,"ŞCOALA GIMNAZIALĂ ”ANTONIE MOGOŞ”",140,BĂLEŞTI,77910,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:54:23",1920,1891,1,18,10,1123,1095,0,18,10,1111,12,2100,977,747,105,23,134,2,5,95
20,GORJ,"ŞCOALA GIMNAZIALĂ CORNEŞTI",141,BĂLEŞTI,77910,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:54:58",804,778,6,18,2,508,488,0,18,2,477,11,900,412,302,63,69,19,2,6,16
20,GORJ,"ŞCOALA PRIMARĂ TĂLPĂŞEŞTI",144,BĂLEŞTI,77910,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:50:55",511,500,0,11,0,314,303,0,11,0,301,13,500,186,209,42,14,14,2,2,18
20,GORJ,"ŞCOALA PRIMARĂ TĂMĂŞEŞTI",145,BĂLEŞTI,77910,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:29:14",567,546,0,15,6,381,360,0,15,6,372,1,600,215,218,41,15,64,9,3,22
