precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","FORȚA DREPTEI-voturi","GRIGORE GELU-voturi"
9,BRĂILA,"CĂMINUL CULTURAL II",171,CHISCANI,42708,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:03:05",1708,1704,0,4,0,872,868,0,4,0,827,40,1839,972,23,303,316,89,12,74,7,3
9,BRĂILA,"CĂMINUL CULTURAL SAT LACU SĂRAT",173,CHISCANI,42708,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:40:52",1082,1075,4,3,0,546,542,1,3,0,532,14,1210,664,25,132,173,82,7,46,7,60
9,BRĂILA,"CENTRU DE INFORMARE",174,CHISCANI,42708,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:09:32",1005,987,3,14,1,451,436,0,14,1,440,11,1109,658,65,77,169,80,6,21,15,7
9,BRĂILA,"SCOALA GIMNAZIALA- CHISCANI - CARTIER",172,CHISCANI,42708,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:38:15",1646,1637,0,7,2,734,725,0,7,2,688,37,1772,1040,31,157,275,160,17,42,5,1
