precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ROMÂNIA MARE-voturi"
16,DÂMBOVIŢA,"CAMIN CULTURAL",158,BUCIUMENI,66438,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:25:21",959,923,0,3,33,565,529,0,3,33,556,9,1050,485,19,480,34,15,8
16,DÂMBOVIŢA,"CAMIN CULTURAL",156,BUCIUMENI,66438,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:09:36",1439,1411,3,1,24,793,767,1,1,24,758,35,1591,798,68,527,89,49,25
16,DÂMBOVIŢA,"ṢCOALA GENERALĂ",157,BUCIUMENI,66438,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:39:48",1100,1084,0,3,13,512,496,0,3,13,497,15,1210,698,65,326,66,33,7
