precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","FORȚA DREPTEI-voturi"
1,ALBA,"CĂMIN CULTURAL CĂPUD",171,"ORAŞ TEIUŞ",8096,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:38:04",262,254,0,7,1,156,148,0,7,1,145,11,279,123,27,26,86,6
1,ALBA,"CASA DE CULTURĂ TEIUŞ",166,"ORAŞ TEIUŞ",8096,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:14:40",1526,1511,1,8,6,817,803,0,8,6,806,11,1673,855,177,240,340,49
1,ALBA,"GARA CFR TEIUŞ",169,"ORAŞ TEIUŞ",8096,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:32:32",1001,987,2,7,5,550,538,0,7,5,527,23,1085,535,113,177,204,33
1,ALBA,"LICEUL TEORETIC TEIUŞ",168,"ORAŞ TEIUŞ",8096,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:58:35",1395,1380,2,6,7,807,794,0,6,7,786,21,1525,718,191,250,316,29
1,ALBA,"ŞCOALA GIMNAZIALĂ TEIUŞ",167,"ORAŞ TEIUŞ",8096,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:39:45",1294,1281,1,10,2,630,618,0,10,2,610,20,1672,1042,133,191,239,47
1,ALBA,"ŞCOALA PRIMARĂ BELDIU",170,"ORAŞ TEIUŞ",8096,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:42:19",206,198,0,8,0,127,119,0,8,0,122,5,221,94,27,26,59,10
1,ALBA,"ŞCOALA PRIMARĂ PEŢELCA",172,"ORAŞ TEIUŞ",8096,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 00:54:04",103,94,0,8,1,65,56,0,8,1,64,1,103,38,5,16,42,1
