precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"AMBROSIE RODICA-PARTIDUL SOCIAL DEMOCRAT-voturi","BERZA ION-PARTIDUL NAȚIONAL LIBERAL-voturi","PERJU VLĂDUŢ-FLORIN-PARTIDUL ECOLOGIST ROMÂN-voturi"
4,BACĂU,"PRIMĂRIA FILIPENI",342,FILIPENI,22488,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:43:44",567,488,0,49,30,407,328,0,49,30,396,11,500,93,271,114,11
4,BACĂU,"ŞCOALA CU CLASELE I-IV FRUNTEŞTI",343,FILIPENI,22488,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:21:13",354,316,0,25,13,263,225,0,25,13,251,12,300,37,135,106,10
4,BACĂU,"ŞCOALA CU CLASELE I-IV MĂRĂŞTI",344,FILIPENI,22488,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:47:42",582,530,0,36,16,374,322,0,36,16,356,18,600,226,158,196,2
4,BACĂU,"ȘCOALA PRIMARĂ VALEA BOȚULUI",345,FILIPENI,22488,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:41:35",250,241,0,5,4,144,135,0,5,4,136,8,300,156,90,42,4
