precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi"
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL NR.2",267,"ORAŞ SLĂNIC",131577,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:23:51",927,911,1,10,5,589,574,0,10,5,566,23,1007,418,104,73,166,48,175
31,PRAHOVA,"LICEUL TEORETIC ”ŞERBAN VODĂ”",264,"ORAŞ SLĂNIC",131577,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:35:55",1033,1024,0,5,4,605,596,0,5,4,566,39,1133,528,110,128,139,85,104
31,PRAHOVA,"LICEUL TEORETIC ”ŞERBAN VODĂ”",265,"ORAŞ SLĂNIC",131577,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:02:58",1157,1136,1,13,7,632,612,0,13,7,618,12,1260,630,136,134,129,112,107
31,PRAHOVA,"SCOALA GROSANI",266,"ORAŞ SLĂNIC",131577,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:44:34",1340,1313,1,21,5,777,751,0,21,5,740,37,1440,663,99,120,324,120,77
