precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-voturi","APREUTESEI DUMITRU-voturi","COMAN MARIAN-voturi"
24,IAŞI,"CASA DE PRĂZNUIRE BAZGA",616,RĂDUCĂNENI,98685,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:54:08",1217,1211,0,3,3,541,535,0,3,3,514,26,1300,760,22,209,208,15,17,8,14,14,7
24,IAŞI,"SCOALA GENERALA BOHOTIN",617,RĂDUCĂNENI,98685,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:52:01",1266,1257,0,5,4,509,500,0,5,4,483,22,1300,795,114,67,215,18,21,16,3,3,26
24,IAŞI,"ŞCOALA GENERALĂ ISAIIA",618,RĂDUCĂNENI,98685,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:41:54",238,230,0,8,0,106,98,0,8,0,98,8,300,194,18,20,48,5,2,3,1,0,1
24,IAŞI,"ŞCOALA GENERALA RADUCANENI",615,RĂDUCĂNENI,98685,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:29:05",1305,1296,0,1,8,514,505,0,1,8,489,25,1400,886,24,142,264,29,16,5,3,4,2
24,IAŞI,"ȘCOALA GENERALĂ RĂDUCĂNENI",614,RĂDUCĂNENI,98685,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:26:11",1519,1500,0,5,14,535,516,0,5,14,507,28,1600,1065,17,132,254,44,38,10,6,5,1
24,IAŞI,"ȘCOALA GENERALĂ RĂDUCĂNENI",613,RĂDUCĂNENI,98685,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:34:23",1243,1228,0,2,13,502,487,0,2,13,475,18,1300,798,20,123,245,58,17,4,0,3,5
24,IAŞI,"ȘCOALA GIMNAZIALĂ ROȘU",619,RĂDUCĂNENI,98685,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:46:11",537,522,0,10,5,193,178,0,10,5,172,21,600,407,7,77,70,13,5,0,0,0,0
