precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CORCHEŞ DORIN-OCTAVIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","BAN DORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ZBÂRCEA ADRIAN-DORINEL-UNIUNEA SALVAȚI ROMÂNIA-voturi","BIRĂU RĂZVAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
5,BIHOR,"CĂMIN CULTURAL ROHANI",300,CĂPÂLNA,28139,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:15:55",110,64,0,29,17,94,48,0,29,17,93,1,113,19,63,2,1,27
5,BIHOR,"GRĂDINIȚA SĂLDĂBAGIU MIC",301,CĂPÂLNA,28139,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:24:09",357,318,0,24,15,278,239,0,24,15,277,1,341,38,45,11,76,145
5,BIHOR,"PRIMĂRIA CĂPÎLNA",298,CĂPÂLNA,28139,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:52:37",278,236,0,33,9,226,184,0,33,9,223,3,263,37,68,2,14,139
5,BIHOR,"ȘCOALA GENERALĂ",302,CĂPÂLNA,28139,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:54:22",305,273,0,15,17,240,208,0,15,17,232,8,320,80,71,9,31,121
5,BIHOR,"ȘCOALA GENERALĂ",299,CĂPÂLNA,28139,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:38:27",254,223,0,26,5,166,135,0,26,5,160,6,253,87,84,0,2,74
