precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"HIBAIS LEONTIN-DORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","DELINESCU FLORIN-SORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SOCACIU AURORA-GINA-PARTIDUL SOCIAL DEMOCRAT-voturi"
22,HUNEDOARA,"ASOCIAȚIA COMPOSESORALĂ ”NOBIL” ZEICANI - MAGAZIN ZEICANI",455,SARMIZEGETUSA,91054,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:03:14",90,82,0,1,7,70,62,0,1,7,66,4,100,30,28,4,34
22,HUNEDOARA,"CAMINUL CULTURAL PAUCINESTI",454,SARMIZEGETUSA,91054,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:16:45",151,137,0,9,5,120,106,0,9,5,119,1,150,30,36,0,83
22,HUNEDOARA,"CAMINUL CULTURAL SARMIZEGETUSA",451,SARMIZEGETUSA,91054,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:50:17",425,399,0,5,21,358,332,0,5,21,355,3,510,52,203,7,145
22,HUNEDOARA,"SCOALA PRIMARA BREAZOVA",452,SARMIZEGETUSA,91054,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:58:17",146,142,0,3,1,118,114,0,3,1,117,1,140,22,41,1,75
22,HUNEDOARA,"SCOALA PRIMARA HOBITA-GRADISTE",453,SARMIZEGETUSA,91054,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:49:10",108,98,1,6,3,80,71,0,6,3,78,2,100,20,44,2,32
