precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BOZGA MARINEL-PARTIDUL SOCIAL DEMOCRAT-voturi","DOMBI SÁNDOR-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","MAROŞAN ARSENIE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SABĂU SORIN-IONUŢ-PARTIDUL NAȚIONAL LIBERAL-voturi"
5,BIHOR,"CĂMINUL CULTURAL ALMAŞU MARE",238,BALC,27329,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:40:31",606,586,0,7,13,424,404,0,7,13,408,16,622,198,254,5,26,123
5,BIHOR,"CĂMINUL CULTURAL BALC",237,BALC,27329,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:35:43",1031,1002,0,8,21,620,591,0,8,21,575,45,1091,471,127,119,13,316
5,BIHOR,"CĂMINUL CULTURAL GHIDA",240,BALC,27329,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:49:27",140,128,0,8,4,79,67,0,8,4,68,11,153,74,3,0,2,63
5,BIHOR,"CĂMINUL CULTURAL SĂLDĂBAGIU DE BARCĂU",241,BALC,27329,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:11:44",440,417,0,18,5,298,275,0,18,5,274,24,436,138,60,2,14,198
5,BIHOR,"ȘCOALA PRIMARĂ NR.1 ALMAȘU MIC",239,BALC,27329,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:09:55",287,271,0,8,8,202,186,0,8,8,193,9,312,110,67,2,18,106
