precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GUŞIŢĂ PETRE-PARTIDUL MIȘCAREA POPULARĂ-voturi","GÎRNICEANU ION-PARTIDUL SOCIAL DEMOCRAT-voturi","LINCĂ VIOREL-UNIUNEA SALVAȚI ROMÂNIA-voturi","BUŞE CONSTANTIN-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","BORCAN COSMIN-DUMITRU-PARTIDUL NAȚIONAL LIBERAL-voturi"
20,GORJ,"CĂMIN CULTURAL JUPÎNEŞTI",232,JUPÂNEŞTI,80613,2,PART,PRCNCT,P,P_SV,"2024-06-11 17:04:51",523,514,0,9,0,347,338,0,9,0,336,11,600,253,20,240,9,27,40
20,GORJ,"ŞCOALA PRIMARĂ PÎRÎU-BOIA",233,JUPÂNEŞTI,80613,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:34:33",286,280,0,5,1,165,159,0,5,1,161,4,300,135,23,121,0,13,4
20,GORJ,"ŞCOALA PRIMARĂ VIDIN",234,JUPÂNEŞTI,80613,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:40:05",190,185,0,5,0,123,118,0,5,0,118,5,200,77,18,73,2,0,25
20,GORJ,"SCOALA PRIMARĂ VIERŞANI",235,JUPÂNEŞTI,80613,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:05:15",636,620,1,14,1,330,315,0,14,1,323,7,676,346,18,246,1,48,10
