precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CIOBANU GINU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","IVAŞCU FLORINA-PARTIDUL NAȚIONAL LIBERAL-voturi","PÂRVU VALENTIN-PARTIDUL SOCIAL DEMOCRAT-voturi"
16,DÂMBOVIŢA,"ȘCOALA GENERALĂ BĂNEȘTI",369,SĂLCIOARA,68789,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:22:33",341,335,0,6,0,228,222,0,6,0,222,5,361,134,19,102,101
16,DÂMBOVIŢA,"ȘCOALA GENERALĂ CUZA-VODĂ",370,SĂLCIOARA,68789,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:16:41",312,305,0,7,0,193,186,0,7,0,188,5,340,147,22,84,82
16,DÂMBOVIŢA,"ȘCOALA GENERALĂ GHINEȘTI SALA1",371,SĂLCIOARA,68789,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:54:09",986,981,0,5,0,602,597,0,5,0,590,12,1068,466,171,187,232
16,DÂMBOVIŢA,"ȘCOALA GENERALĂ MIRCEA-VODĂ SALA 1",372,SĂLCIOARA,68789,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:38:15",899,894,0,5,0,522,517,0,5,0,510,12,980,458,83,246,181
16,DÂMBOVIŢA,"ȘCOALA GENERALĂ PODU-RIZII",373,SĂLCIOARA,68789,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:14:03",565,561,0,4,0,420,416,0,4,0,409,11,620,200,28,181,200
