precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"HORINCAR ROMEO-MIHAI-PARTIDUL SOCIAL DEMOCRAT-voturi","BALOG FRANCISC-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","KOVACS ŞTEFAN-voturi"
32,"SATU MARE","CENTRU SOCIAL NADISU HODODULUI",213,HODOD,137844,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:19:33",688,657,1,8,22,376,346,0,8,22,366,10,700,324,19,340,7
32,"SATU MARE","SCOALA GIMNAZIALA GIURTELECU HODODULUI",211,HODOD,137844,1,PROV,PRCNCT,P,P_SV,"2024-06-10 00:24:43",422,395,0,7,20,285,258,0,7,20,271,14,500,215,234,26,11
32,"SATU MARE","SCOALA PRIMARA LELEI",212,HODOD,137844,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:00:09",488,472,0,6,10,276,260,0,6,10,266,10,500,224,17,235,14
32,"SATU MARE","SEDIUL PRIMARIEI COMUNEI HODOD",210,HODOD,137844,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:47:40",699,682,0,5,12,361,344,0,5,12,346,15,764,403,32,300,14
