precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
15,COVASNA,"CENTRUL CULTURAL BREŢCU",119,BREŢCU,64096,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:55:24",1103,1060,1,1,41,583,541,0,1,41,559,24,1182,599,10,68,33,448
15,COVASNA,"CENTRUL CULTURAL BREŢCU",120,BREŢCU,64096,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:58:48",855,830,1,0,24,440,415,1,0,24,399,41,900,460,24,100,71,204
15,COVASNA,"ŞCOALA GIMNAZIALĂ OITUZ",122,BREŢCU,64096,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:18:36",256,248,0,8,0,166,158,0,8,0,128,5,300,167,3,55,10,60
15,COVASNA,"ŞCOALA PRIMARĂ MĂRTĂNUŞ",121,BREŢCU,64096,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:23:55",613,598,0,5,10,274,259,0,5,10,252,22,681,407,8,50,21,173
