precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
10,BUZĂU,"ȘCOALA GIMNAZIALĂ MĂTESTI",349,SĂPOCA,49206,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:35:28",1457,1416,1,6,34,938,898,0,6,34,914,24,1545,607,77,466,317,54
10,BUZĂU,"ȘCOALA GIMNAZIALĂ SĂPOCA",348,SĂPOCA,49206,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:00:51",1516,1461,2,13,40,1017,969,0,13,35,998,18,1601,584,37,465,478,18
