precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
33,SĂLAJ,GRĂDINIȚA,298,"VALCĂU DE JOS",142952,3,PART,PRCNCT,CL,CL_SV,"2024-06-13 13:50:27",196,188,0,5,3,136,128,0,5,3,132,4,220,84,9,46,15,1,61
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV",300,"VALCĂU DE JOS",142952,5,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:34:51",304,300,0,4,0,215,211,0,4,0,209,6,340,125,9,50,11,1,138
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ",301,"VALCĂU DE JOS",142952,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:44:08",727,703,0,6,18,486,462,0,6,18,452,34,790,304,16,110,49,8,269
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ",299,"VALCĂU DE JOS",142952,3,PART,PRCNCT,CL,CL_SV,"2024-06-13 13:55:38",502,492,0,3,7,370,360,0,3,7,360,10,540,170,21,75,12,16,236
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ CU CLASELE I-VIII",297,"VALCĂU DE JOS",142952,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:21:04",705,691,0,6,8,423,409,0,6,8,411,12,750,327,13,92,73,21,212
