precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","TEGLAŞ CLAUDIU-IOAN-voturi"
13,CLUJ,"CAMIN CULTURAL BONT",445,"FIZEŞU GHERLII",57644,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:39:18",291,278,0,12,1,161,148,0,12,1,150,11,309,148,4,17,2,109,9,9,0
13,CLUJ,"CAMIN CULTURAL SACALAIA",447,"FIZEŞU GHERLII",57644,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:46:57",222,196,0,25,1,167,141,0,25,1,162,5,219,52,1,21,2,114,12,9,3
13,CLUJ,"SCOALA CU CLS.I-IV NICULA",446,"FIZEŞU GHERLII",57644,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:51:25",536,515,2,19,0,272,253,0,19,0,255,17,581,309,3,38,3,150,28,28,5
13,CLUJ,"SCOALA PRIMARA FIZESU GHERLII",444,"FIZEŞU GHERLII",57644,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:09:57",1125,1096,0,27,2,556,527,0,27,2,501,55,1207,651,195,35,50,101,16,88,16
