precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","ŞODINCA CIPRIAN-voturi"
2,ARAD,"CĂMIN CULTURAL PĂULIŞ",322,PĂULIŞ,11539,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:04:53",1548,1495,18,19,16,941,906,0,19,16,907,34,1680,739,461,59,370,7,10
2,ARAD,"CĂMIN CULTURAL SÂMBĂTENI",325,PĂULIŞ,11539,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 16:21:03",1699,1660,7,14,18,993,958,3,14,18,949,44,1852,859,253,92,579,17,8
2,ARAD,"CĂMINUL CULTURAL CLADOVA",324,PĂULIŞ,11539,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:12:01",233,225,0,6,2,153,145,0,6,2,144,9,260,107,71,10,63,0,0
2,ARAD,"CENTRUL LOCAL DE INFORMARE TURISTICĂ BARAŢCA",323,PĂULIŞ,11539,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:43:45",217,211,1,5,0,108,102,1,5,0,103,5,230,122,50,14,38,1,0
