precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CALOIANU MARIAN- NICUŞOR-PARTIDUL SOCIAL DEMOCRAT-voturi","BĂLAN IONEL-PARTIDUL NAȚIONAL LIBERAL-voturi"
9,BRĂILA,"ȘCOALA CU CLASELE I-IV TITCOV",187,FRECĂŢEI,43117,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:56:34",385,376,0,3,6,273,264,0,3,6,268,5,416,143,77,191
9,BRĂILA,"ȘCOALA CU CLASELE I-VIII FRECĂȚEI",185,FRECĂŢEI,43117,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:04:36",293,286,2,3,2,213,208,0,3,2,208,5,315,102,34,174
9,BRĂILA,"ȘCOALA PRIMARĂ AGAUA",186,FRECĂŢEI,43117,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:06:44",406,393,0,6,7,290,277,0,6,7,286,4,441,151,63,223
