precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
36,TELEORMAN,"CENTRU DE ZI",160,DRACEA,155109,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:36:00",64,56,0,1,7,50,42,0,1,7,50,0,70,20,44,6
36,TELEORMAN,"CENTRU DE ZI",161,DRACEA,155109,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:27:31",139,109,0,5,25,118,88,0,5,25,115,3,140,22,112,3
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL DRACEA",159,DRACEA,155109,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:32:26",1082,995,1,24,62,556,470,0,24,62,547,9,1095,539,449,98
