precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
30,OLT,"SCOALA GENERALA BARASTI",251,MORUNGLAV,127625,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:56:40",308,276,0,25,7,232,200,0,25,7,224,8,300,68,162,34,21,7
30,OLT,"SCOALA GENERALA MORUNESTI",252,MORUNGLAV,127625,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:41:09",484,452,0,23,9,343,311,0,23,9,325,18,493,150,74,209,7,35
30,OLT,"ȘCOALA PRIMARĂ",250,MORUNGLAV,127625,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 12:21:34",1180,1113,0,36,31,804,737,0,36,31,762,41,1220,416,396,256,53,57
