precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
14,CONSTANŢA,"ȘCOALA CU CLS. I - IV NISTOREȘTI",514,PANTELIMON,62609,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:25:31",225,218,0,5,2,152,145,0,5,2,147,5,239,87,102,6,33,6
14,CONSTANŢA,"ȘCOALA GIMNAZIALĂ NR.1 PANTELIMON",513,PANTELIMON,62609,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:38:48",655,615,1,26,13,452,412,1,26,13,433,16,669,220,273,20,109,31
14,CONSTANŢA,"ȘCOALA PRIMARĂ NR. 3 PANTELIMON DE JOS",515,PANTELIMON,62609,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:58:13",232,226,0,2,4,147,141,0,2,4,143,4,237,90,99,8,28,8
14,CONSTANŢA,"ȘCOALA PRIMARĂ NR. 4 RUNCU",516,PANTELIMON,62609,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:40:55",383,377,0,2,4,266,260,0,2,4,252,13,407,142,176,5,67,4
