precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-voturi"
15,COVASNA,"CASA DE CULTURĂ-CHIURUŞ",82,"ORAŞ COVASNA",63526,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:39:54",414,406,0,7,1,241,233,0,7,1,215,26,520,279,5,19,184,3,0,4
15,COVASNA,"CLUBUL ORĂȘENESC- COVASNA",76,"ORAŞ COVASNA",63526,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:21:15",1292,1275,4,7,6,582,569,0,7,6,567,15,1400,818,21,42,452,14,9,29
15,COVASNA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.1 COVASNA",75,"ORAŞ COVASNA",63526,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:08:22",1314,1299,2,9,4,563,550,0,9,4,548,15,1347,784,20,42,401,9,14,62
15,COVASNA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 2 COVASNA",79,"ORAŞ COVASNA",63526,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:30:55",1480,1463,0,7,10,666,649,0,7,10,646,20,1600,934,51,42,494,14,11,34
15,COVASNA,"LICEUL ”KŐRÖSI CSOMA SÁNDOR” -CORP A- COVASNA",77,"ORAŞ COVASNA",63526,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:32:27",1079,1063,5,8,3,485,473,1,8,3,469,16,1200,715,28,42,345,12,10,32
15,COVASNA,"LICEUL ”KŐRÖSI CSOMA SÁNDOR” -CORP B- COVASNA",78,"ORAŞ COVASNA",63526,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:04:12",1173,1157,1,9,6,566,551,0,9,6,556,10,1300,734,33,44,398,11,4,66
15,COVASNA,"ȘCOALA GIMNAZIALĂ ”AVRAM IANCU”-COVASNA- GIM",81,"ORAŞ COVASNA",63526,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 17:27:43",1089,1079,1,4,5,523,514,0,4,5,495,28,1200,677,105,253,44,43,49,1
15,COVASNA,"ȘCOALA GIMNAZIALĂ ”AVRAM IANCU”- COVASNA -PRI.",80,"ORAŞ COVASNA",63526,4,PART,PRCNCT,CL,CL_SV,"2024-06-14 12:08:53",1288,1271,3,9,5,597,583,0,9,5,541,56,1400,803,103,155,197,35,36,15
