precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"OLTEAN DUMITRU-PARTIDUL NAȚIONAL LIBERAL-voturi","CÎMPAN RADU-IUSTINEAN-PARTIDUL SOCIAL DEMOCRAT-voturi","MORAR IOAN-GHEORGHE-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
13,CLUJ,"PRIMĂRIA COMUNEI",550,"MINTIU GHERLII",58552,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:23:24",1318,1302,2,12,2,785,771,0,12,2,750,35,1421,636,159,413,178
13,CLUJ,"ŞCOALA GENERALĂ",554,"MINTIU GHERLII",58552,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:28:27",214,209,0,4,1,122,117,0,4,1,119,3,232,110,29,63,27
13,CLUJ,"ŞCOALA GENERALĂ",555,"MINTIU GHERLII",58552,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:12:58",219,211,0,8,0,126,118,0,8,0,123,3,232,106,62,34,27
13,CLUJ,"ŞCOALA GENERALĂ",552,"MINTIU GHERLII",58552,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:28:55",350,343,0,7,0,350,343,0,7,0,330,20,640,290,186,101,43
13,CLUJ,"ŞCOALA GENERALĂ",551,"MINTIU GHERLII",58552,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:27:54",757,747,1,4,5,398,388,1,4,5,372,26,832,434,102,165,105
13,CLUJ,"ŞCOALA GENERALĂ",553,"MINTIU GHERLII",58552,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:39:22",72,64,0,8,0,39,31,0,8,0,37,2,70,31,22,9,6
