precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
6,BISTRIŢA-NĂSĂUD,"AUTOGARA CĂLĂTORI",74,"ORAŞ NĂSĂUD",32544,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:08:31",1677,1658,0,17,2,752,733,0,17,2,726,26,1850,1098,5,191,457,37,27,9
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL LIVIU REBREANU",76,"ORAŞ NĂSĂUD",32544,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:33:00",569,560,0,5,4,347,338,0,5,4,325,20,602,257,1,81,224,16,3,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL LUŞCA",77,"ORAŞ NĂSĂUD",32544,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:55:52",550,543,1,6,0,293,287,0,6,0,278,15,602,309,4,44,206,13,8,3
6,BISTRIŢA-NĂSĂUD,"CASA DE CULTURĂ ”LIVIU REBREANU”",70,"ORAŞ NĂSĂUD",32544,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:09:35",1370,1359,0,10,1,721,710,0,10,1,698,23,1550,829,5,152,418,35,75,13
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC ECONOMIC NĂSĂUD",72,"ORAŞ NĂSĂUD",32544,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:56:51",1097,1085,4,8,0,517,508,1,8,0,501,16,1200,683,1,131,311,32,12,14
6,BISTRIŢA-NĂSĂUD,"LICEUL TEHNOLOGIC SILVIC ”TRANSILVANIA” NĂSĂUD",73,"ORAŞ NĂSĂUD",32544,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:12:59",1285,1277,0,5,3,569,561,0,5,3,567,2,1400,831,6,155,348,28,21,9
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU”",71,"ORAŞ NĂSĂUD",32544,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:01:05",1517,1493,6,11,7,759,741,0,11,7,735,24,1650,891,6,188,446,44,41,10
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ” VALEA SPINULUI”",75,"ORAŞ NĂSĂUD",32544,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:42:14",1032,1025,2,5,0,534,529,0,5,0,474,51,1100,575,26,80,296,35,32,5
