precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DUCIUC VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","HOŞCIUC VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","GAVA LIVIU-UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","BOCICOREC IOAN-voturi"
26,MARAMUREŞ,"CĂMINUL CULTURAL",249,BISTRA,107270,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:15:38",1296,1286,0,10,0,663,653,0,10,0,612,51,1400,737,261,109,207,35
26,MARAMUREŞ,"PRIMĂRIA BISTRA",248,BISTRA,107270,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:17:42",816,796,0,9,11,487,467,0,9,11,464,23,900,413,330,74,12,48
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ",250,BISTRA,107270,4,PART,PRCNCT,P,P_SV,"2024-06-12 20:01:49",1187,1174,3,3,7,661,651,0,3,7,627,31,1293,632,189,426,6,6
