precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","FORȚA DREPTEI-voturi"
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR.2",241,PLOPII-SLĂVITEŞTI,153623,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:43:53",591,527,0,38,26,541,477,0,38,26,425,52,610,133,112,13,137,148,15
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR.3",240,PLOPII-SLĂVITEŞTI,153623,1,PART,PRCNCT,CL,CL_SV,"2024-06-11 15:42:01",778,693,0,55,30,592,507,0,55,30,568,24,786,194,98,106,189,145,30
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ PLOPII SLĂVITEŞTI",239,PLOPII-SLĂVITEŞTI,153623,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:34:37",558,482,0,53,23,450,374,0,53,23,438,12,550,86,79,13,93,227,26
