precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MUREŞAN EUGEN-PARTIDUL NAȚIONAL LIBERAL-voturi","CECAN PAUL-BOGDAN-PARTIDUL SOCIAL DEMOCRAT-voturi","VÎRVA IOAN-PARTIDUL MIȘCAREA POPULARĂ-voturi"
13,CLUJ,"CAMIN CULTURAL BABUTIU",670,VULTURENI,60099,2,PART,PRCNCT,P,P_SV,"2024-06-10 02:32:22",208,203,0,5,0,145,140,0,5,0,143,2,211,66,23,95,25
13,CLUJ,"CAMINUL CULTURAL BADESTI",671,VULTURENI,60099,2,PART,PRCNCT,P,P_SV,"2024-06-10 01:05:17",121,104,0,14,3,100,83,0,14,3,97,3,114,14,44,49,4
13,CLUJ,"CAMINUL CULTURAL FAURENI",673,VULTURENI,60099,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:26:45",159,148,0,7,4,104,93,0,7,4,102,2,168,64,14,84,4
13,CLUJ,"FUNDATIA KIDE",672,VULTURENI,60099,1,PART,PRCNCT,P,P_SV,"2024-06-09 23:46:02",116,90,0,19,7,85,59,0,19,7,85,0,109,24,47,36,2
13,CLUJ,"PRIMARIA COMUNEI VULTURENI",669,VULTURENI,60099,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:01:46",391,307,0,67,17,310,226,0,67,17,305,5,341,29,67,234,4
13,CLUJ,"SCOALA SOIMENI",674,VULTURENI,60099,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:19:20",279,256,0,16,7,223,200,0,16,7,222,1,296,73,24,190,8
