precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STAN NICOLAE-PARTIDUL SOCIAL DEMOCRAT-voturi"
30,OLT,"CAMINUL CULTURAL ILIE MARTIN",155,COLONEŞTI,126228,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:54:26",543,501,0,25,17,331,289,0,25,17,323,8,606,275,323
30,OLT,"GRADINITA CU PROGRAM NORMAL BATARENI",156,COLONEŞTI,126228,2,PART,PRCNCT,P,P_SV,"2024-06-10 02:00:41",168,136,0,27,5,141,109,0,27,5,141,0,155,14,141
30,OLT,"GRADINITA CU PROGRAM NORMAL VLAICI",158,COLONEŞTI,126228,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:52:48",252,211,0,25,16,200,159,0,25,16,196,4,279,79,196
30,OLT,"SCOALA GENERALA MARIA TUDORACHE",157,COLONEŞTI,126228,2,PART,PRCNCT,P,P_SV,"2024-06-10 02:21:43",349,321,0,28,0,240,212,0,28,0,240,0,395,155,240
