precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
37,TIMIŞ,"CĂMINUL CULTURAL ALIOȘ",468,MAŞLOC,157683,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:19:11",750,681,2,29,38,505,438,0,29,38,479,26,700,195,143,99,229,8
37,TIMIŞ,"CĂMINUL CULTURAL REMETEA MICĂ",469,MAŞLOC,157683,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:37:28",438,435,1,0,2,248,246,0,0,2,238,10,570,322,91,112,32,3
37,TIMIŞ,"PRIMĂRIA MAŞLOC",467,MAŞLOC,157683,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:56:53",859,836,1,7,15,508,486,0,7,15,482,26,900,392,136,231,95,20
