precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi"
14,CONSTANŢA,"CĂMIN CULTURAL SIMINOC",308,"ORAŞ MURFATLAR",62360,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:59:28",1058,1046,0,7,5,639,627,0,7,5,627,12,1157,518,425,88,70,39,5
14,CONSTANŢA,"CASA DE CULTURĂ",306,"ORAŞ MURFATLAR",62360,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:05:23",1429,1420,0,6,3,807,798,0,6,3,777,21,1565,767,522,143,56,50,6
14,CONSTANŢA,"LICEUL TEORETIC MURFATLAR",302,"ORAŞ MURFATLAR",62360,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:36:47",1230,1222,1,6,1,563,556,0,6,1,540,23,1355,792,387,73,47,22,11
14,CONSTANŢA,"LICEUL TEORETIC MURFATLAR",303,"ORAŞ MURFATLAR",62360,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:20:38",1130,1126,0,2,2,616,612,0,2,2,597,19,1245,629,427,98,41,28,3
14,CONSTANŢA,"SALA DE SPORT",304,"ORAŞ MURFATLAR",62360,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:24:50",1141,1123,2,9,7,591,579,0,6,6,556,23,1245,666,395,92,49,17,3
14,CONSTANŢA,"ȘCOALA GENERALĂ NR.2 MURFATLAR",305,"ORAŞ MURFATLAR",62360,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:44:22",1713,1685,0,19,9,915,887,0,19,9,888,27,1854,939,637,121,55,64,11
14,CONSTANŢA,"S.C.U.G S.A. MURFATLAR",307,"ORAŞ MURFATLAR",62360,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:36:14",1003,989,1,6,7,599,586,0,6,7,592,7,1098,499,381,93,80,12,26
