precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","FORȚA DREPTEI-voturi"
26,MARAMUREŞ,"CĂMINUL CULTURAL ȘIȘEȘTI",419,ŞIŞEŞTI,109096,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:17:46",1304,1294,5,2,3,745,740,0,2,3,720,25,1400,655,387,81,70,29,5,121,27
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",423,ŞIŞEŞTI,109096,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:32:13",361,355,0,6,0,177,171,0,6,0,170,7,400,223,102,22,7,28,1,7,3
26,MARAMUREŞ,"ȘCOALA CU CLASELE I-IV",420,ŞIŞEŞTI,109096,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:38:04",201,192,0,9,0,99,90,0,9,0,99,0,199,100,69,8,5,13,0,2,2
26,MARAMUREŞ,"ŞCOALA CU CLS I-IV",424,ŞIŞEŞTI,109096,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:21:53",421,418,0,3,0,253,250,0,3,0,245,8,500,247,60,24,12,6,1,129,13
26,MARAMUREŞ,"SCOALA GENERALĂ",425,ŞIŞEŞTI,109096,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:36:10",1193,1182,1,6,4,686,675,1,6,4,677,9,1301,615,172,229,103,72,7,81,13
26,MARAMUREŞ,"ŞCOALA GENERALĂ",421,ŞIŞEŞTI,109096,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:06:50",517,510,1,6,0,264,258,0,6,0,258,6,600,336,68,32,18,85,8,4,43
26,MARAMUREŞ,"ŞCOALA GENERALĂ",422,ŞIŞEŞTI,109096,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:11:05",521,508,6,6,1,285,278,0,6,1,276,9,600,315,139,44,23,23,9,13,25
