precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","ENACHE IONUŢ-VIOREL-voturi"
19,GIURGIU,"GRĂDINIŢA CU PROGRAM NORMAL NR.1 PIETRIŞU",133,GĂUJANI,103194,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:59:47",853,766,0,54,33,611,524,0,54,33,572,39,846,235,214,218,15,115,2,8
19,GIURGIU,"ŞCOALA DIN CETĂTUIA",132,GĂUJANI,103194,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:58:29",177,132,2,30,13,138,94,1,30,13,135,3,156,18,43,56,6,22,3,5
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ”DRĂGHICI DAVILA”",131,GĂUJANI,103194,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 11:40:43",974,870,1,67,36,707,604,0,67,36,650,57,996,289,159,296,14,121,3,57
