precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GHEORGHE COSTEL-PARTIDUL SOCIAL DEMOCRAT-voturi","LUPOAE SĂNDEL-PARTIDUL NAȚIONAL LIBERAL-voturi","IONIŢĂ ANTONEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BUTE ŞTEFAN-FORȚA DREPTEI-voturi"
18,GALAŢI,"GRĂDINIŢA TUDOR VLADIMIRESCU,",410,"TUDOR VLADIMIRESCU",77313,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:02:40",1364,1360,0,4,0,818,814,0,4,0,808,10,1503,685,307,105,380,16
18,GALAŢI,"LICEUL TEHNOLOGIC ”TUDOR VLADIMIRESCU”",411,"TUDOR VLADIMIRESCU",77313,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:00:51",933,923,0,10,0,508,498,0,10,0,498,10,1015,507,180,55,258,5
18,GALAŢI,"LICEUL TEHNOLOGIC ”TUDOR VLADIMIRESCU”",412,"TUDOR VLADIMIRESCU",77313,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:51:29",1154,1151,1,2,0,697,695,0,2,0,683,14,1276,579,228,44,402,9
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR. 1(ŞCOALA GENERALA DE 8 CLASETUDOR VLADIMIRESCU MOARĂ)",409,"TUDOR VLADIMIRESCU",77313,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:06:10",771,761,1,9,0,414,405,0,9,0,405,9,831,408,121,74,207,3
