precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GUGURA ELVIRA-PARTIDUL SOCIAL DEMOCRAT-voturi","ROMAN EUGEN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TOPAN GELU-VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","FODOR CLAUDIU-LUCIAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","POP MIHAELA-RAMONA-PARTIDUL S.O.S. ROMÂNIA-voturi"
13,CLUJ,"CĂMINUL CULTURAL SOMEȘU RECE",492,GILĂU,57902,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:15:31",1002,996,1,3,2,519,514,0,3,2,507,12,1109,590,69,13,384,29,12
13,CLUJ,"CĂMINUL CULTURAL VECHI GILĂU",490,GILĂU,57902,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:26:56",2008,1966,10,15,17,1116,1084,0,15,17,1095,21,2162,1046,48,39,851,142,15
13,CLUJ,"CASA DE CULTURĂ ”DUMITRU SOPON”",489,GILĂU,57902,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:06:36",1987,1958,1,11,17,1127,1099,0,11,17,1115,12,2166,1039,29,58,870,137,21
13,CLUJ,"CLĂDIRE GRĂDINIŢĂ SOMEŞU RECE-UZINĂ",493,GILĂU,57902,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:09:44",528,520,2,6,0,256,250,0,6,0,253,3,577,321,11,19,209,10,4
13,CLUJ,"LICEUL TEORETIC ”GELU VOIEVOD”, CLĂDIREA INTERNAT",491,GILĂU,57902,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:15:25",1936,1910,1,10,15,1046,1021,0,10,15,988,58,2136,1090,34,36,813,84,21
