precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MUREŞAN ŞTEFAN-CRISTIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TRIF VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","CHERECHEŞ CRISTIAN-MIRON-PARTIDUL SOCIAL DEMOCRAT-voturi"
13,CLUJ,"CAMINUL CULTURAL BERCHIESU",475,FRATA,57742,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:07:59",466,447,1,12,6,259,240,1,12,6,245,14,500,241,5,37,203
13,CLUJ,"CAMINUL CULTURAL FRATA",474,FRATA,57742,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:59:31",1517,1476,3,26,12,939,900,2,26,11,885,54,1642,703,14,337,534
13,CLUJ,"CAMINUL CULTURAL POIANA FRATII",476,FRATA,57742,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:19:58",181,173,0,8,0,115,107,0,8,0,113,2,190,75,8,19,86
13,CLUJ,"CAMINUL CULTURAL SOPORU DE CIMPIE",477,FRATA,57742,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:29:19",1004,968,1,16,19,662,626,1,16,19,623,39,1083,421,15,36,572
