precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
4,BACĂU,"CASA SATULUI SI TRADITIILOR",449,MOTOŞENI,23494,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:20:06",850,839,0,2,9,450,439,0,2,9,401,35,900,464,350,27,24
4,BACĂU,"ŞCOALA SATUL COCIU",450,MOTOŞENI,23494,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:43:36",212,206,0,6,0,126,120,0,6,0,123,3,200,74,108,9,6
4,BACĂU,"ŞCOALA SATUL FÎNTÎNELE",451,MOTOŞENI,23494,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:05:51",506,500,0,6,0,257,251,0,6,0,246,11,600,343,206,16,24
4,BACĂU,"ŞCOALA SATUL POIANA",452,MOTOŞENI,23494,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:40:08",241,234,0,6,1,136,129,0,6,1,125,11,300,164,112,10,3
4,BACĂU,"ŞCOALA SATUL ŞENDREŞTI",453,MOTOŞENI,23494,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:14:09",269,262,0,6,1,174,167,0,6,1,169,5,300,126,145,8,16
4,BACĂU,"ŞCOALA SATUL ŢEPOAIA",454,MOTOŞENI,23494,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:49:29",403,396,0,5,2,251,244,0,5,2,229,15,400,156,188,31,10
