precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
8,BRAŞOV,"CĂMINUL CULTURAL MEŞENDORF",318,BUNEŞTI,40704,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:07:19",312,300,1,9,2,181,170,0,9,2,165,14,350,170,72,12,42,30,6,3
8,BRAŞOV,"PRIMĂRIA BUNEŞTI",316,BUNEŞTI,40704,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:43:53",647,644,0,3,0,429,426,0,3,0,399,30,708,279,173,85,30,42,56,13
8,BRAŞOV,"ŞCOALA PRIMARĂ CRIȚ",317,BUNEŞTI,40704,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:59:05",578,573,0,3,2,282,277,0,3,2,276,6,597,315,72,22,114,50,18,0
8,BRAŞOV,"ŞCOALA PRIMARĂ ROADEŞ",319,BUNEŞTI,40704,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:13:04",283,277,0,6,0,149,143,0,6,0,133,14,299,151,47,11,14,39,12,10
8,BRAŞOV,"ŞCOALA PRIMARĂ VISCRI",320,BUNEŞTI,40704,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:12:59",405,378,10,12,5,287,263,7,12,5,253,10,451,187,91,9,23,108,20,2
