precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL OGRETIN",394,DRAJNA,132896,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:37:35",1046,1040,1,5,0,624,619,0,5,0,599,25,1012,388,427,70,81,12,9
31,PRAHOVA,"GRĂDINIȚA PLĂIȘANI",393,DRAJNA,132896,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:39:04",696,690,0,5,1,415,409,0,5,1,410,5,796,381,221,104,53,13,19
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ DRAJNA DE SUS",391,DRAJNA,132896,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:39:06",1221,1216,1,4,0,633,629,0,4,0,616,17,1300,667,370,114,88,27,17
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”PLATON MOCANU”",392,DRAJNA,132896,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:32:51",1384,1371,0,9,4,808,795,0,9,4,784,24,1561,753,381,173,140,48,42
