precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi"
39,VASLUI,"ŞCOALA GIMNAZIALA NR.1 PĂDURENI",398,PĂDURENI,165185,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:26:23",1081,1068,0,5,8,503,490,0,5,8,476,27,1152,649,41,304,17,112,2
39,VASLUI,"ŞCOALA PRIMARA DAVIDEŞTI",399,PĂDURENI,165185,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:11:06",402,390,0,5,7,172,160,0,5,7,167,5,400,228,12,106,8,38,3
39,VASLUI,"ŞCOALA PRIMARA IVĂNEŞTI",400,PĂDURENI,165185,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:03:24",321,305,0,10,6,144,128,0,10,6,136,8,372,228,12,72,16,35,1
39,VASLUI,"ŞCOALA PRIMARA RUSCA",401,PĂDURENI,165185,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:43:03",507,502,0,4,1,192,187,0,4,1,186,6,520,328,24,107,20,32,3
39,VASLUI,"ŞCOALA PRIMARA VĂLENI",402,PĂDURENI,165185,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:34:09",811,788,0,3,20,373,350,0,3,20,354,19,960,587,10,180,27,132,5
