precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SOARE DĂNUŢ-PARTIDUL SOCIAL DEMOCRAT-voturi","ŢUŢOIU IONICĂ-PARTIDUL NAȚIONAL LIBERAL-voturi","BRATOSIN DOREL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ICHIM COSTICĂ-UNIUNEA SALVAȚI ROMÂNIA-voturi","BUTURE VASILE-FORȚA DREPTEI-voturi"
41,VRANCEA,"CAMIN CULTURAL PĂULEȘTI",236,PĂULEŞTI,178910,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:14:39",583,570,0,2,11,377,364,0,2,11,357,20,640,263,201,94,3,35,24
41,VRANCEA,"CĂMINUL CULTURAL HĂULIȘCA",238,PĂULEŞTI,178910,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:16:48",524,514,0,3,7,331,321,0,3,7,312,19,573,242,183,82,13,6,28
41,VRANCEA,"ŞCOALA CU CLASELE I-IV FUNDATURA",237,PĂULEŞTI,178910,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:41:45",437,431,0,2,4,266,260,0,2,4,256,10,476,210,98,122,3,9,24
