precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PĂDURARU DUMITRU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","VASILE LUCIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","OPRICĂ EUGEN-UNIUNEA SALVAȚI ROMÂNIA-voturi","VELESCU IONEL-IUSTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","POPESCU LILIANA-voturi"
17,DOLJ,"CĂMINUL CULTURAL POPÂNZĂLEȘTI",341,DRĂGOTEŞTI,72150,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:01:05",494,436,0,38,20,388,330,0,38,20,380,8,500,112,6,198,50,123,3
17,DOLJ,"SCOALA CU CLS. I - IV BENEŞTI",339,DRĂGOTEŞTI,72150,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:35:59",346,321,1,19,5,241,217,1,19,4,222,19,400,159,6,110,23,80,3
17,DOLJ,"SCOALA CU CLS. I - IV BUZDUC",340,DRĂGOTEŞTI,72150,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:39:56",133,86,1,39,7,116,69,1,39,7,109,7,150,34,8,49,4,48,0
17,DOLJ,"SCOALA CU CLS. I - IV VIIŞOARA",342,DRĂGOTEŞTI,72150,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:18:32",424,395,0,16,13,297,268,0,16,13,273,24,400,103,7,114,6,126,20
17,DOLJ,"SCOALA VECHE DRĂGOTEŞTI",338,DRĂGOTEŞTI,72150,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:33:07",404,359,0,30,15,268,223,0,30,15,259,9,395,127,7,158,6,74,14
