precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DAVID PETRE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","COSTACHE IULIAN-PETRIŞOR-PARTIDUL NAȚIONAL LIBERAL-voturi","CĂLINESCU VICTOR-PARTIDUL SOCIAL DEMOCRAT-voturi"
16,DÂMBOVIŢA,"GRĂDINIȚA CROITORI",393,ULIEŞTI,68976,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:01:55",646,640,1,4,1,469,464,0,4,1,459,10,720,251,22,179,258
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ JUGURENI",395,ULIEŞTI,68976,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:06:03",1229,1210,0,16,3,908,889,0,16,3,887,21,1336,428,20,493,374
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ ULIEŞTI",392,ULIEŞTI,68976,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:15:10",1033,1018,0,11,4,786,771,0,11,4,734,52,1130,344,65,337,332
16,DÂMBOVIŢA,"ŞCOALA PRIMARĂ HANU LUI PALĂ",394,ULIEŞTI,68976,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:39:07",279,271,0,8,0,203,195,0,8,0,196,7,300,97,2,98,96
