precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
17,DOLJ,"CĂMINUL CULTURAL CETATE",306,CETATE,71787,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:28:29",1412,1316,1,14,81,702,608,0,14,80,697,5,1600,898,640,28,26,3
17,DOLJ,"SCOALA CU CLS. I-IV CETATE",305,CETATE,71787,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:37:37",1697,1631,2,7,57,785,721,0,7,57,782,3,1745,960,765,6,2,9
17,DOLJ,"SCOALA CU CLS. I-IV MORENI",308,CETATE,71787,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:04:15",400,377,1,7,15,260,237,1,7,15,257,3,500,240,218,15,0,24
17,DOLJ,"SCOALA CU CLS. I-VIII F-B",307,CETATE,71787,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:32:14",712,671,0,10,31,404,363,0,10,31,387,17,800,396,299,19,5,64
