precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
39,VASLUI,"CENTRU SOCIAL BUMBĂTA",513,VETRIŞOAIA,166672,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:50:36",100,84,0,9,7,64,48,0,9,7,64,0,100,36,33,2,13,16
39,VASLUI,"LICEUL TEHNOLOGIC ”PETRU RARES” - CENTRU",511,VETRIŞOAIA,166672,5,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:08:17",1405,1342,0,7,56,825,762,0,7,56,800,25,1557,732,486,28,88,198
39,VASLUI,"LICEUL TEHNOLOGIC ”PETRU RAREȘ” VETRIȘOAIA",512,VETRIŞOAIA,166672,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:12:49",811,759,0,7,45,517,465,0,7,45,485,32,870,353,322,11,42,110
