precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CLOPOTARU PETREA-PARTIDUL SOCIAL DEMOCRAT-voturi","TREPĂDUŞ IULIAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
4,BACĂU,"ŞCOALA GENERALĂ CU CLASELE I-IV STUFU",562,SĂNDULENI,25148,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:52:02",278,275,0,3,0,143,140,0,3,0,135,8,300,157,106,29
4,BACĂU,"ŞCOALA GENERALĂ CU CLASELE I-VIII COMAN",561,SĂNDULENI,25148,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:39:37",1025,1021,0,2,2,426,422,0,2,2,409,17,1100,674,380,29
4,BACĂU,"ŞCOALA GENERALA CU CLASELE I-VIII VERŞEŞTI",563,SĂNDULENI,25148,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:53:43",639,636,0,0,3,330,327,0,0,3,314,16,704,374,295,19
4,BACĂU,"ŞOALA GENERALĂ CU CLASELE I-VIII SĂNDULENI",560,SĂNDULENI,25148,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:50:17",1607,1601,0,3,3,729,723,0,3,3,696,33,1600,871,592,104
