precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BERARIU VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","RUSU GHEORGHE-UNIUNEA SALVAȚI ROMÂNIA-voturi","DENCEF VALENTIN-PARTIDUL NAȚIONAL LIBERAL-voturi"
35,SUCEAVA,"CĂMIN CULTURAL MIHAI BOLEAC",226,BOROAIA,147072,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:49:05",802,796,0,0,6,386,380,0,0,6,372,14,800,414,334,28,10
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL BĂRĂŞTI",228,BOROAIA,147072,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:59:47",861,855,0,3,3,423,417,0,3,3,412,11,1000,577,371,38,3
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ MOIŞA",230,BOROAIA,147072,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:58:33",541,531,0,10,0,242,232,0,10,0,234,8,600,358,221,9,4
35,SUCEAVA,"ȘCOALA PRIMARĂ",229,BOROAIA,147072,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:20:50",474,472,0,2,0,228,226,0,2,0,214,14,600,372,173,30,11
35,SUCEAVA,"ŞCOALA PRIMARĂ NR.2 BOROAIA",227,BOROAIA,147072,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:13:19",722,715,0,6,1,294,287,0,6,1,282,12,741,447,268,9,5
35,SUCEAVA,"ŞCOALA PRIMARĂ SĂCUŢA",231,BOROAIA,147072,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:28:34",438,429,0,7,2,186,177,0,7,2,176,10,500,314,167,6,3
