precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GOVOR MIRCEA-VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","COZMA ADRIAN-FELICIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","PATAKI CSABA-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","POP LIVIU-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","DEAC VASILE-PARTIDUL S.O.S. ROMÂNIA-voturi","CSORDAŞ ŞTEFAN-FORȚA DREPTEI-voturi"
32,"SATU MARE","SCOALA GENERALA",231,"MEDIEŞU AURIT",138084,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:49:17",165,156,0,9,0,94,85,0,9,0,88,6,200,106,19,42,13,5,0,9
32,"SATU MARE","SCOALA GENERALA",229,"MEDIEŞU AURIT",138084,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:00:00",944,918,3,9,14,456,433,0,9,14,431,25,1000,544,45,179,176,11,7,13
32,"SATU MARE","SCOALA GENERALA",232,"MEDIEŞU AURIT",138084,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:08:56",806,775,0,12,19,480,449,0,12,19,451,29,850,370,81,199,127,11,6,27
32,"SATU MARE","ȘCOALA GENERALĂ",274,RACŞA,180091,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:04:27",1155,1108,0,5,42,525,478,0,5,42,484,41,1200,675,334,62,16,47,16,9
32,"SATU MARE","ȘCOALA GENERALĂ",169,CĂUAŞ,137292,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:58:56",78,68,0,9,1,44,34,0,9,1,40,4,100,56,13,19,4,2,1,1
32,"SATU MARE","ȘCOALA GENERALĂ AGRIȘ",124,AGRIŞ,179873,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:31:11",273,267,0,6,0,122,116,0,6,0,110,12,296,174,25,27,19,4,16,19
32,"SATU MARE","SCOALA GENERALA BERVENI",143,BERVENI,137032,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 14:37:00",1635,1584,7,8,36,988,944,2,8,34,951,37,1770,782,30,12,888,5,9,7
32,"SATU MARE","SCOALA GENERALA BIXAD",146,BIXAD,137069,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:47:14",1146,1122,0,10,14,640,616,0,10,14,571,69,1237,597,348,121,7,54,25,16
32,"SATU MARE","SCOALA GENERALA BIXAD",145,BIXAD,137069,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 11:38:50",1217,1176,1,24,16,661,620,1,24,16,571,90,1304,643,348,129,12,54,16,12
32,"SATU MARE","ŞCOALA GENERALĂ BOGHIŞ",194,DOBA,137611,6,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:41:33",682,663,6,3,10,300,286,1,3,10,277,23,736,436,38,80,139,14,3,3
32,"SATU MARE","SCOALA GENERALA CAMARZANA",162,CĂMĂRZANA,137274,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:11:27",920,877,0,6,37,390,347,0,6,37,369,21,956,566,26,276,1,6,1,59
32,"SATU MARE","SCOALA GENERALA CL I-VIIII",238,MOFTIN,138208,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:37:36",897,877,1,4,15,575,556,0,4,15,538,37,897,322,251,95,172,0,20,0
32,"SATU MARE","SCOALA GENERALA LUCACENI",144,BERVENI,137032,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 14:59:17",1223,1188,0,3,32,746,713,0,3,30,681,65,1370,624,204,176,212,23,39,27
32,"SATU MARE","SCOALA GENERALĂ MĂDĂRAS",92,"ORAŞ ARDUD",136848,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 18:04:02",1030,1012,1,12,5,521,504,0,12,5,500,21,1117,596,124,230,51,34,13,48
32,"SATU MARE","ŞCOALA GENERALĂ MIHAIENI",121,ACÂŞ,136713,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:56:14",373,369,2,0,2,186,184,0,0,2,175,11,400,214,19,35,119,1,1,0
32,"SATU MARE","SCOALA GENERALA NR.3",105,"ORAŞ NEGREŞTI-OAŞ",136599,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 23:18:39",1412,1402,3,4,3,549,542,0,4,3,531,18,1600,1051,236,123,31,90,22,29
32,"SATU MARE","SCOALA GENERALA NR4",87,"MUNICIPIUL CAREI",136526,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 16:28:47",960,931,5,9,15,379,356,0,9,14,369,10,1101,722,59,51,233,6,6,14
32,"SATU MARE","ȘCOALA GENERALĂ ȘI GRADINIȚA GARA GHILVACI",239,MOFTIN,138208,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:35:29",182,175,0,7,0,114,107,0,7,0,106,8,200,86,56,32,10,2,3,3
32,"SATU MARE","ŞCOALA GENERALĂ UNIMĂT",122,ACÂŞ,136713,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:07:50",310,303,2,1,4,176,171,0,1,4,162,14,400,224,43,101,8,5,4,1
32,"SATU MARE","SCOALA GEN,NR.1",107,"ORAŞ NEGREŞTI-OAŞ",136599,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 23:28:53",893,883,0,8,2,357,347,0,8,2,332,25,977,620,166,64,26,49,8,19
32,"SATU MARE","SCOALA GEN.NR.1",106,"ORAŞ NEGREŞTI-OAŞ",136599,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 23:29:16",999,989,1,7,2,386,377,0,7,2,359,27,1019,633,150,103,32,34,14,26
32,"SATU MARE","SCOALA GEN.NR,3",103,"ORAŞ NEGREŞTI-OAŞ",136599,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:21:26",1186,1177,3,6,0,422,416,0,6,0,406,16,1200,778,182,73,44,50,26,31
32,"SATU MARE","SCOALA GEN.NR.3",104,"ORAŞ NEGREŞTI-OAŞ",136599,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 23:04:40",1434,1425,2,4,3,455,448,0,4,3,431,24,1600,1145,263,75,13,40,15,25
32,"SATU MARE","ȘCOALA GIMNAZIALĂ",275,RACŞA,180091,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:01:05",1143,1111,0,3,29,542,510,0,3,29,502,40,1200,658,310,72,27,62,24,7
32,"SATU MARE","ȘCOALA GIMNAZIALĂ",166,CĂUAŞ,137292,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:21:20",574,566,1,6,1,375,367,1,6,1,346,29,600,225,132,167,17,25,2,3
32,"SATU MARE","SCOALA GIMNAZIALA ALICENI",307,TÂRŞOLŢ,139143,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:50:34",365,351,0,9,5,144,130,0,9,5,134,10,388,244,7,93,0,24,0,10
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” AVRAM IANCU ” ( ŞC. CU CLS.I-VIII ” AVRAM IANCU ”)",36,"MUNICIPIUL SATU MARE",136483,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:14:54",1102,1082,0,19,1,493,482,0,10,1,478,15,1200,707,68,113,246,26,13,12
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” AVRAM IANCU ” (ŞC. CU CLS.I-VIII” AVRAM IANCU ”)",38,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:13:32",1375,1363,6,3,3,615,609,0,3,3,597,18,1500,885,81,108,345,33,12,18
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” AVRAM IANCU ” (ŞC. CU CLS.I-VIII” AVRAM IANCU ”)",37,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:22:23",1271,1263,0,5,3,582,574,0,5,3,572,10,1400,818,82,108,320,43,10,9
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” AVRAM IANCU ” (ŞC. CU CLS.I-VIII” AVRAM IANCU ”)",39,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:59:47",1225,1214,0,8,3,530,519,0,8,3,524,6,1300,770,74,118,278,44,7,3
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” AVRAM IANCU ” (ŞC. CU CLS.I-VIII” AVRAM IANCU ”) (GRĂDINIŢA CU PROGRAM PRELUNGIT ”VOINICELUL”)",40,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:37:23",1243,1235,1,6,1,541,534,0,6,1,533,8,1400,859,63,109,298,32,13,18
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” AVRAM IANCU ” (ŞC. CU CLS.I-VIII” AVRAM IANCU ”) (GRĂDINIŢA CU PROGRAM PRELUNGIT ”VOINICELUL” CORP ” B ”)",35,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:20:55",1127,1120,0,6,1,449,442,0,6,1,446,3,1198,749,49,96,257,20,12,12
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” BĂLCESCU-PETOFI ” (ŞC. CU CLS.I-VIII ” BĂLCESCU-PETOFI ”)",29,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:03:53",1327,1315,1,7,4,591,580,0,7,4,575,16,1500,909,79,110,309,55,12,10
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” BĂLCESCU-PETOFI ” (ŞC. CU CLS.I-VIII ” BĂLCESCU-PETOFI ”)",31,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:20:32",1318,1278,0,5,35,514,474,0,5,35,503,11,1400,886,49,112,302,18,15,7
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” BĂLCESCU-PETOFI ” (ŞC. CU CLS.I-VIII ” BĂLCESCU-PETOFI ”)",30,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:16:11",1734,1720,0,5,9,749,735,0,5,9,727,22,2000,1251,67,122,455,55,9,19
32,"SATU MARE","SCOALA GIMNAZIALA BĂTARCI",132,BĂTARCI,136919,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:47:33",1879,1848,0,16,15,825,794,0,16,15,765,60,2000,1175,315,358,16,6,28,42
32,"SATU MARE","SCOALA GIMNAZIALA BELTIUG",137,BELTIUG,136964,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:41:35",1110,1047,8,18,37,695,636,4,18,37,651,44,1172,477,81,287,252,10,13,8
32,"SATU MARE","SCOALA GIMNAZIALA CAMIN",163,CĂMIN,179677,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:41:17",1138,1103,4,9,22,697,664,2,9,22,664,33,1239,542,12,38,603,1,6,4
32,"SATU MARE","SCOALA GIMNAZIALA CERTEZE",175,CERTEZE,137407,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:03:31",1448,1425,1,7,15,531,509,0,7,15,486,45,1587,1056,78,260,19,87,17,25
32,"SATU MARE","SCOALA GIMNAZIALA CERTEZE",176,CERTEZE,137407,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:11:52",1422,1417,0,0,5,569,564,0,0,5,505,64,1563,994,82,278,27,62,30,26
32,"SATU MARE","ŞCOALA GIMNAZIALĂ CIDREAG",273,PORUMBEŞTI,180028,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:12:11",864,853,0,4,7,464,453,0,4,7,407,57,948,484,17,6,380,0,3,1
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” CONSTANTIN BRÂNCOVEANU ”",68,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 13:24:13",1430,1400,14,11,5,644,628,0,11,5,626,18,1600,956,84,132,339,33,16,22
32,"SATU MARE","SCOALA GIMNAZIALA CU CLASELE I-IV OSVAREU",155,BOTIZ,137185,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:42:27",1828,1804,2,6,16,832,810,0,6,16,798,34,2034,1202,150,237,307,45,46,13
32,"SATU MARE","ȘCOALA GIMNAZIALĂ DOBRA",296,SUPUR,138921,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:56:13",760,745,0,6,9,402,387,0,6,9,375,27,800,398,22,16,335,0,0,2
32,"SATU MARE","SCOALA GIMNAZIALA DRAGUSENI",321,TURULUNG,139214,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:18:00",1161,1146,3,3,9,416,402,2,3,9,392,24,1260,844,165,134,28,13,32,20
32,"SATU MARE","ŞCOALA GIMNAZIALĂ DR. STEFAN VONHÁZ",260,PETREŞTI,138501,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:02:55",1310,1280,4,2,24,443,416,1,2,24,429,14,1400,957,23,13,381,6,5,1
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” DR. VASILE LUCACIU ” ( SC. CU CL. I-VIII ”DR. V. LUCACIU” )",50,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:17:39",955,937,3,7,8,524,509,0,7,8,513,11,1000,476,54,93,319,26,9,12
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” DR. VASILE LUCACIU ” ( SC. CU CL. I-VIII ”DR. V. LUCACIU” )",49,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:55:43",1159,1143,2,10,4,568,553,1,10,4,560,8,1300,732,68,72,371,20,11,18
32,"SATU MARE","ŞCOALA GIMNAZIALĂ ” FÉNYI ISTVÁN ” CĂPLENI",165,CĂPLENI,136553,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:07:42",1485,1444,2,3,36,838,799,0,3,36,826,12,1600,762,8,5,806,3,0,4
32,"SATU MARE","ȘCOALA GIMNAZIALĂ GHERȚA MARE, CORP A",318,TURŢ,139170,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 21:55:45",1383,1380,0,2,1,510,507,0,2,1,481,29,1521,1011,65,243,8,147,6,12
32,"SATU MARE","ȘCOALA GIMNAZIALĂ GIOROCUTA",297,SUPUR,138921,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:04:36",624,615,0,6,3,332,323,0,6,3,319,13,700,368,149,159,3,1,4,3
32,"SATU MARE","SCOALA GIMNAZIALA GIURTELECU HODODULUI",211,HODOD,137844,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:17:19",431,404,0,7,20,285,258,0,7,20,273,12,500,215,160,60,7,9,21,16
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” GRIGORE MOISIL ” (ŞC. CU CLS.I-VIII” GRIGORE MOISIL ”)",59,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:46:30",1127,1080,6,10,31,584,543,0,10,31,566,18,1210,626,44,103,380,22,5,12
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” GRIGORE MOISIL ” (ŞC. CU CLS.I-VIII” GRIGORE MOISIL ”)",60,"MUNICIPIUL SATU MARE",136483,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 15:26:09",946,915,7,17,7,440,416,0,17,7,411,29,1000,560,59,93,219,29,4,7
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” ION CREANGĂ ”(ŞC. CU CLS.I-VIII” ION CREANGĂ ”)",6,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:56:54",1181,1171,1,6,3,562,553,0,6,3,559,3,1300,738,68,186,268,25,9,3
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” ION CREANGĂ ”(ŞC. CU CLS.I-VIII” ION CREANGĂ ”)",5,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:53:13",1133,1125,2,5,1,543,535,2,5,1,535,8,1300,757,80,170,232,35,10,8
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” ION CREANGĂ ”(ŞC. CU CLS.I-VIII” ION CREANGĂ ”)",7,"MUNICIPIUL SATU MARE",136483,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:57:01",1503,1462,5,7,29,756,735,0,7,14,741,15,1600,844,82,235,347,43,20,14
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” ION CREANGĂ ”(ŞC. CU CLS.I-VIII” ION CREANGĂ ”)",4,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:30:29",1294,1281,6,7,0,558,551,0,7,0,554,4,1500,942,63,168,265,36,13,9
32,"SATU MARE","ŞCOALA GIMNAZIALĂ ”IOSIF ŢIPROC” DUMBRAVA",99,"ORAŞ LIVADA",138039,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:55:24",974,967,1,6,0,368,361,1,6,0,353,15,1100,732,180,92,29,8,38,6
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” LUCIAN BLAGA ” (ŞC. CU CLS.I-VIII ” LUCIAN BLAGA ”)",8,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:25:54",1258,1253,1,4,0,545,541,0,4,0,539,6,1400,855,78,192,204,43,16,6
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” LUCIAN BLAGA ” (ŞC. CU CLS.I-VIII ” LUCIAN BLAGA ”)",9,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:45:02",1180,1175,0,4,1,539,535,0,3,1,538,1,1300,761,65,155,271,21,11,15
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” LUCIAN BLAGA ” (ŞC. CU CLS.I-VIII ” LUCIAN BLAGA ”)",10,"MUNICIPIUL SATU MARE",136483,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:26:54",1120,1106,6,8,0,518,510,0,8,0,505,13,1200,682,73,158,220,36,14,4
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” LUCIAN BLAGA ” (ŞC. CU CLS.I-VIII ” LUCIAN BLAGA ”)",11,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:11:28",1230,1227,0,3,0,546,543,0,3,0,532,14,1408,862,49,189,256,18,15,5
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” MIRCEA ELIADE ” ( ŞC. CU CLS.I-VIII” MIRCEA ELIADE ”)",24,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:53:25",1573,1558,1,7,7,665,650,1,7,7,642,23,1700,1035,55,98,406,48,16,19
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” MIRCEA ELIADE ” ( ŞC. CU CLS.I-VIII” MIRCEA ELIADE ”)",25,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 14:51:46",1306,1292,0,11,3,421,407,0,11,3,407,14,1400,979,42,69,250,22,13,11
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” MIRCEA ELIADE ” ( ŞC. CU CLS.I-VIII” MIRCEA ELIADE ”)",23,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:03:01",1308,1292,3,8,5,533,520,0,8,5,521,12,1400,867,57,85,327,28,13,11
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” MIRCEA ELIADE ” ( ŞC. CU CLS.I-VIII” MIRCEA ELIADE ”)",26,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:47:27",1108,1097,3,7,1,479,471,0,7,1,473,6,1200,721,62,87,278,27,10,9
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ”MOISE SORA NOVAC” HUREZU MARE",298,SUPUR,138921,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:59:22",276,264,0,12,0,149,137,0,12,0,146,3,300,151,42,87,13,2,2,0
32,"SATU MARE","ŞCOALA GIMNAZIALĂ NR.1",78,"MUNICIPIUL CAREI",136526,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 16:44:42",1518,1495,13,8,2,682,672,0,8,2,667,15,1601,919,88,106,429,15,15,14
32,"SATU MARE","ŞCOALA GIMNAZIALĂ NR.3",82,"MUNICIPIUL CAREI",136526,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:28:23",1498,1486,1,10,1,735,724,0,10,1,699,36,1601,866,89,185,363,22,21,19
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” OCTAVIAN GOGA ” (ŞC. CU CLS.I-VIII” OCTAVIAN GOGA ”)",15,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:07:05",1383,1374,2,4,3,585,578,0,4,3,564,21,1500,915,85,148,252,54,9,16
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” OCTAVIAN GOGA ” (ŞC. CU CLS.I-VIII” OCTAVIAN GOGA ”)",14,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:35:33",1322,1312,3,5,2,575,568,0,5,2,563,12,1400,825,65,163,243,55,16,21
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” OCTAVIAN GOGA ” (ŞC. CU CLS.I-VIII” OCTAVIAN GOGA ”)",12,"MUNICIPIUL SATU MARE",136483,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:54:29",1185,1173,2,6,4,495,488,0,3,4,489,6,1300,805,45,92,315,23,6,8
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” OCTAVIAN GOGA ” (ŞC. CU CLS.I-VIII” OCTAVIAN GOGA ”)",13,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:30:16",1121,1118,0,3,0,470,467,0,3,0,460,10,1200,730,72,125,204,29,23,7
32,"SATU MARE","SCOALA GIMNAZIALA ODOREU",244,ODOREU,138280,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 16:56:07",1297,1280,0,4,13,718,701,0,4,13,696,22,1412,694,113,354,183,20,11,15
32,"SATU MARE","SCOALA GIMNAZIALA ODOREU",243,ODOREU,138280,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:28:06",1308,1295,3,0,10,738,727,1,0,10,707,31,1410,672,102,430,139,17,8,11
32,"SATU MARE","SCOALA GIMNAZIALA ORASU NOU SALA DE CLASĂ 1",247,"ORAŞU NOU",138351,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:24:36",711,673,1,4,33,423,385,1,4,33,404,19,778,355,15,7,377,3,1,1
32,"SATU MARE","SCOALA GIMNAZIALA ORASU NOU SALA DE CLASĂ 2",248,"ORAŞU NOU",138351,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:01:37",877,823,4,6,44,529,479,0,6,44,525,4,955,426,3,6,511,2,3,0
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ”PETŐFI SÁNDOR” LAZURI",220,LAZURI,137960,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:18:46",1196,1181,3,1,11,669,657,0,1,11,669,0,1300,631,0,26,618,7,14,4
32,"SATU MARE","SCOALA GIMNAZIALĂ ”PETOFI SANDOR” LIVADA",95,"ORAŞ LIVADA",138039,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:00:15",988,968,2,4,14,509,491,0,4,14,500,9,1100,591,20,35,423,8,10,4
32,"SATU MARE","ŞCOALA GIMNAZIALĂ PETOFI SANDOR LIVADA",97,"ORAŞ LIVADA",138039,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:28:20",1682,1653,0,4,25,853,824,0,4,25,826,27,1800,947,44,58,699,6,11,8
32,"SATU MARE","ȘCOALA GIMNAZIALĂ PIR",262,PIR,138538,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:58:48",1134,1118,0,6,10,753,737,0,6,10,647,106,1200,447,82,166,384,4,4,7
32,"SATU MARE","SCOALA GIMNAZIALA POIANA CODRULUI",186,CRUCIŞOR,137504,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:55:22",1234,1175,0,18,41,835,776,0,18,41,758,77,1327,492,338,178,96,45,48,53
32,"SATU MARE","ŞCOALA GIMNAZIALĂ PORUMBEŞTI",272,PORUMBEŞTI,180028,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 16:44:44",1224,1199,6,1,18,684,665,0,1,18,661,23,1347,663,11,7,635,2,1,5
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” RÁKÓCZI FERENC ”",66,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:24:55",1218,1179,1,22,16,656,618,0,22,16,643,13,1404,748,28,48,530,21,3,13
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” RÁKÓCZI FERENC ”",67,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:42:53",1595,1565,8,11,11,841,819,0,11,11,829,12,1796,955,64,86,632,27,10,10
32,"SATU MARE","ŞCOALA GIMNAZIALĂ RĂTEŞTI",141,BELTIUG,136964,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:50:10",608,584,2,8,14,324,302,0,8,14,280,44,652,328,73,154,30,19,3,1
32,"SATU MARE","SCOALA GIMNAZIALA SANTAU",281,SANTĂU,138734,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:33:41",1390,1350,0,3,37,865,825,0,3,37,846,19,1500,635,46,563,222,3,4,8
32,"SATU MARE","ŞCOALA GIMNAZIALĂ SĂRĂUAD",118,"ORAŞ TĂŞNAD",136642,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:56:26",858,840,0,7,11,541,523,0,7,11,498,43,880,339,234,133,106,8,12,5
32,"SATU MARE","ȘCOALA GIMNAZIALĂ - SĂTMĂREL ( ŞC. CU CLS.I-VIII - SĂTMĂREL)",74,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:49:47",1199,1197,1,1,0,565,564,0,1,0,531,34,1398,833,152,239,101,11,15,13
32,"SATU MARE","SCOALA GIMNAZIALA SOCOND",290,SOCOND,138869,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 02:25:23",562,547,2,7,6,322,309,0,7,6,282,40,584,262,50,212,11,5,4,0
32,"SATU MARE","SCOALA GIMNAZIALA STANA",294,SOCOND,138869,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 11:56:54",848,832,0,6,10,554,538,0,6,10,541,13,882,328,80,448,13,0,0,0
