precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
5,BIHOR,"CĂMIN CULTURAL",596,ŞOIMI,31422,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:09:48",238,225,1,11,1,184,172,0,11,1,178,6,252,68,7,88,81,2
5,BIHOR,"FOSTA ŞCOALĂ CU CLASELE I - IV",598,ŞOIMI,31422,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:19:46",91,84,0,7,0,57,50,0,7,0,54,3,93,36,1,28,24,1
5,BIHOR,"FOSTA ȘCOALĂ CU CLASELE I - IV",594,ŞOIMI,31422,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:55:52",88,84,0,3,1,88,84,0,3,1,87,1,141,53,6,35,46,0
5,BIHOR,"FOSTA ȘCOALĂ CU CLASELE I - IV",597,ŞOIMI,31422,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:29:20",64,59,0,5,0,52,47,0,5,0,51,1,68,16,2,29,18,2
5,BIHOR,"FOSTA ȘCOALĂ CU CLASELE I- IV",595,ŞOIMI,31422,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:58:28",131,126,0,4,1,109,104,0,4,1,107,2,139,30,6,41,59,1
5,BIHOR,"FOSTA ȘCOALĂ CU CLASELE I-IV ȘOIMI",593,ŞOIMI,31422,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:25:39",625,617,0,7,1,192,184,0,7,1,177,15,689,497,13,88,71,5
5,BIHOR,"FOSTA ȘCOALĂ CU CLASELE I - VIII",599,ŞOIMI,31422,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:26:20",109,103,0,6,0,68,62,0,6,0,65,3,115,47,8,36,18,3
5,BIHOR,"ŞCOALA CU CLASELE I - VIII",600,ŞOIMI,31422,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:46:06",432,396,1,29,6,357,322,0,29,6,347,10,443,86,9,207,127,4
