precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ROXIN DAN-FLORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","NUŢAŞ GABRIEL-OCTAVIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","POP CLAUDIU-PARTIDUL SOCIAL DEMOCRAT-voturi","BULIŞCA CORNEL-PARTIDUL PRO ROMÂNIA-voturi"
5,BIHOR,"CĂMIN CULTURAL",220,ABRAM,27070,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:55:18",243,230,2,7,4,122,110,1,7,4,118,4,256,134,4,79,32,3
5,BIHOR,"CĂMIN CULTURAL",224,ABRAM,27070,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:55:12",223,215,0,4,4,135,127,0,4,4,134,1,244,109,16,90,16,12
5,BIHOR,"CĂMIN CULTURAL",221,ABRAM,27070,2,PART,PRCNCT,P,P_SV,"2024-06-10 03:49:33",230,219,0,4,7,141,130,0,4,7,137,4,251,110,6,117,10,4
5,BIHOR,"PRIMĂRIA ABRAM",219,ABRAM,27070,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:59:54",765,751,2,3,9,440,428,0,3,9,408,32,867,427,32,325,27,24
5,BIHOR,"ȘCOALĂ PRIMARĂ",222,ABRAM,27070,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:58:59",103,94,0,6,3,74,65,0,6,3,71,3,112,38,1,64,5,1
5,BIHOR,"ȘCOALĂ PRIMARĂ NR. 1",223,ABRAM,27070,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:19:38",393,369,0,12,12,259,236,0,12,11,244,15,424,165,50,166,21,7
5,BIHOR,"ȘCOALĂ PRIMARĂ NR. 3",225,ABRAM,27070,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:34:32",453,412,2,16,23,283,243,2,15,23,278,5,480,197,12,256,10,0
