precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MIREAN MIRCEA-DINU-PARTIDUL NAȚIONAL LIBERAL-voturi","CENUŞE ŞTEFAN-CIPRIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","RAD STELIAN-ŞTEFAN-UNIUNEA SALVAȚI ROMÂNIA-voturi"
37,TIMIŞ,"CĂMINUL CULTURAL PANIOVA",414,GHIZELA,157193,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:37:31",265,181,0,66,18,218,134,0,66,18,210,8,330,112,164,44,2
37,TIMIŞ,"CASA NATIONALĂ ”NICOLAE URSU” ŞANOVIŢA",415,GHIZELA,157193,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:47:48",414,356,1,36,21,353,295,1,36,21,345,8,461,108,115,208,22
37,TIMIŞ,"SEDIUL PRIMARIEI GHIZELA",413,GHIZELA,157193,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:46:41",471,378,2,67,24,390,297,2,67,24,373,16,474,85,131,239,3
