precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL ROMÂNIA PUTERNICĂ-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL PATRIOȚILOR-voturi","ALIANȚA TIMIȘOARA UNITĂ USR - PMP - FORȚA DREPTEI - UDMR-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi"
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO (ŞCOALA GIMNAZIALĂ NR. 29)",98,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:38:25",1114,1109,2,3,0,469,466,0,3,0,452,17,1200,731,161,46,20,3,11,25,8,4,172,2
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO (ŞCOALA GIMNAZIALĂ NR. 29)",97,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:34:38",1316,1314,0,2,0,393,391,0,2,0,373,20,1400,1007,137,60,38,3,4,5,4,1,118,3
37,TIMIŞ,"LICEUL TEHNOLOGIC UCECOM ”SPIRU HARET”",53,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:14:49",1199,1178,10,11,0,549,537,1,11,0,531,18,1400,851,201,45,13,4,14,26,9,2,214,3
37,TIMIŞ,"LICEUL TEHNOLOGIC UCECOM ”SPIRU HARET”",54,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:51:06",1547,1494,46,7,0,745,738,0,7,0,731,14,1600,855,213,69,30,14,10,33,8,4,338,12
37,TIMIŞ,"LICEUL TEOLOGIC ORTODOX ”SFÂNTUL ANTIM IVIREANUL” TIMIȘOARA",81,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:39:15",1563,1541,10,12,0,719,706,1,12,0,697,22,1600,881,249,53,19,4,3,34,8,3,319,5
37,TIMIŞ,"LICEUL TEOLOGIC ORTODOX ”SFÂNTUL ANTIM IVIREANUL” TIMIȘOARA",82,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:14:39",1445,1434,4,7,0,587,580,0,7,0,570,17,1500,913,189,39,15,3,10,31,6,2,272,3
37,TIMIŞ,"LICEUL TEOLOGIC ORTODOX ”SFÂNTUL ANTIM IVIREANUL” TIMIȘOARA",79,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:20:13",1593,1582,7,4,0,788,784,0,4,0,770,18,1800,1012,255,86,22,7,7,55,10,4,318,6
37,TIMIŞ,"LICEUL TEOLOGIC ORTODOX ”SFÂNTUL ANTIM IVIREANUL” TIMIȘOARA",80,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:40:26",1429,1410,9,10,0,574,563,1,10,0,563,11,1500,926,190,63,21,3,8,27,8,3,237,3
37,TIMIŞ,"LICEUL TEOLOGIC PENTICOSTAL LOGOS",195,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:11:19",952,943,0,9,0,381,372,0,9,0,370,11,1200,819,126,46,12,2,11,11,1,2,153,6
37,TIMIŞ,"LICEUL TEOLOGIC PENTICOSTAL LOGOS",194,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:37:08",1292,1282,4,6,0,569,563,0,6,0,560,9,1300,731,215,48,20,6,13,24,8,8,216,2
37,TIMIŞ,"LICEUL TEOLOGIC PENTICOSTAL LOGOS",197,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:03:02",1132,1126,2,4,0,459,455,0,4,0,448,11,1200,741,179,28,13,1,9,30,5,3,176,4
37,TIMIŞ,"LICEUL TEOLOGIC PENTICOSTAL LOGOS",196,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:26:46",1060,1048,2,10,0,441,431,0,10,0,420,21,1100,659,144,55,14,3,7,28,3,2,161,3
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” (ŞCOALA GIMNAZIALĂ NR.22)",75,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:11:46",954,933,7,14,0,390,376,0,14,0,376,14,1000,610,149,25,14,2,2,15,5,2,160,2
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” (ŞCOALA GIMNAZIALĂ NR.22)",73,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:24:44",862,839,9,14,0,428,413,1,14,0,420,8,1300,872,139,44,10,4,6,29,6,4,173,5
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” (ŞCOALA GIMNAZIALĂ NR.22)",74,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:22:24",920,886,15,19,0,395,375,1,19,0,384,9,1200,807,117,46,7,1,5,16,5,2,182,3
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” (ŞCOALA GIMNAZIALĂ NR.22)",76,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:59:59",968,962,0,6,0,433,427,0,6,0,430,3,1000,567,128,24,14,5,6,25,3,1,221,3
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” TIMIȘOARA",78,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:08:48",920,857,12,22,29,380,348,2,22,8,371,9,1300,920,115,27,12,1,2,17,4,4,187,2
37,TIMIŞ,"LICEUL TEORETIC ”GRIGORE MOISIL” TIMIȘOARA",77,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:54:27",907,887,10,10,0,392,381,1,10,0,379,13,1000,608,116,26,10,2,7,16,1,1,196,4
37,TIMIŞ,"LICEUL TEORETIC ”IRIS”",132,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:29:40",1345,1331,4,10,0,560,549,1,10,0,538,22,1400,840,189,61,9,6,8,16,10,1,230,8
37,TIMIŞ,"LICEUL TEORETIC ”JEAN LOUIS CALDERON” (FOSTA ŞCOALA GIMNAZIALĂ NR.28) ” CORP B ”",114,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:26:46",849,837,1,11,0,313,302,0,11,0,303,10,1100,787,106,47,4,2,7,16,2,4,111,4
37,TIMIŞ,"LICEUL TEORETIC ”JEAN LOUIS CALDERON ” TIMIȘOARA - CORP A",193,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:08:13",925,901,11,13,0,370,357,0,13,0,351,19,997,627,115,24,16,4,9,23,7,1,150,2
37,TIMIŞ,"LICEUL TEORETIC ”JEAN LOUIS CALDERON ” TIMIȘOARA - CORP A",192,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:19:47",1084,1072,1,11,0,456,444,1,11,0,436,17,1100,647,160,34,12,7,4,27,7,6,175,4
37,TIMIŞ,"LICEUL TEORETIC ”JEAN LOUIS CALDERON ” TIMIȘOARA - CORP A",191,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:03:32",1129,1108,12,9,0,477,467,1,9,0,467,10,1200,723,145,57,14,2,9,22,7,5,204,2
37,TIMIŞ,"LICEUL TEORETIC ”JEAN LOUIS CALDERON ” TIMIȘOARA - CORP A",190,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:57:52",1023,1014,5,4,0,417,413,0,4,0,407,10,1200,783,150,45,19,4,7,22,2,2,156,0
37,TIMIŞ,"LICEUL TEORETIC ”NIKOLAUS LENAU”",10,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:21:22",543,510,19,12,2,230,214,2,12,2,225,5,1000,770,72,17,6,1,1,8,5,1,113,1
37,TIMIŞ,"LICEUL TEORETIC ”NIKOLAUS LENAU” TIMIȘOARA",6,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:23:09",851,738,79,15,19,321,284,3,15,19,274,18,1200,908,103,31,4,3,8,0,1,0,118,6
37,TIMIŞ,"LICEUL TEORETIC ”NIKOLAUS LENAU” TIMIȘOARA",5,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:16:38",746,680,57,9,0,293,282,2,9,0,284,9,1100,806,87,20,5,3,4,15,3,3,140,4
37,TIMIŞ,"LICEUL TEORETIC ”NIKOLAUS LENAU”TIMIȘOARA",7,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:44:42",651,585,57,7,2,236,227,0,7,2,234,2,1000,764,66,27,3,2,2,12,3,2,115,2
37,TIMIŞ,"LICEUL TEORETIC ”VLAD ȚEPEȘ” TIMIȘOARA",154,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:57:53",1425,1381,28,14,2,650,634,0,14,2,622,26,1400,752,223,62,21,5,8,22,10,5,262,4
37,TIMIŞ,"LICEUL TEORETIC ”VLAD ȚEPEȘ” TIMIȘOARA",155,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:48:38",1143,1126,7,10,0,376,366,0,10,0,364,12,1300,924,107,59,15,1,6,18,1,4,147,6
37,TIMIŞ,"LICEUL TEORETIC ”VLAD ŢEPEȘ” TIMIȘOARA (GRĂDINIŢA CU PROGRAM PRELUNGIT NR.28)",108,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:54:18",1244,1188,36,20,0,518,498,0,20,0,504,14,1200,682,159,44,27,5,7,21,12,1,223,5
37,TIMIŞ,"LICEUL TEORETIC ”WILLIAM SHAKESPEARE”",185,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:55:17",1301,1248,37,14,2,569,553,0,14,2,547,22,1400,831,156,44,22,4,8,34,7,7,257,8
37,TIMIŞ,"LICEUL TEORETIC ”WILLIAM SHAKESPEARE” ( FOSTA ŞCOALA GIMNAZIALĂ NR. 5 )",123,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 10:02:36",1093,1063,0,30,0,561,531,0,30,0,496,65,1300,739,165,43,15,1,6,63,14,3,183,3
37,TIMIŞ,"LICEUL TEORETIC ”WILLIAM SHAKESPEARE” (FOSTA ŞCOALA GIMNAZIALĂ NR. 5 )",122,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:49:39",1262,1242,8,11,1,498,486,0,11,1,484,14,1300,802,161,68,28,3,3,13,4,1,198,5
37,TIMIŞ,"S.C.” DRUMURI MUNICIPALE TIMIŞOARA ” S.A.",143,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:38:59",1597,1590,3,4,0,506,502,0,4,0,478,28,1600,1094,165,66,25,4,8,15,2,4,183,6
37,TIMIŞ,"S.C.” DRUMURI MUNICIPALE TIMIŞOARA ” S.A.",144,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:18:21",1581,1564,4,13,0,564,551,0,13,0,535,29,1600,1036,198,63,26,2,9,30,8,1,189,9
37,TIMIŞ,"S.C. DRUMURI MUNICIPALE TIMIŞOARA S.A.(FOSTA ADMINISTRAREA DOMENIULUI PUBLIC )",62,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:20:14",1165,1151,6,8,0,492,484,0,8,0,485,7,1200,708,177,49,12,6,7,33,7,5,185,4
37,TIMIŞ,"S.C. DRUMURI MUNICIPALE TIMIŞOARA S.A.(FOSTA ADMINISTRAREA DOMENIULUI PUBLIC )",63,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:13:12",1351,1339,3,7,2,461,452,0,7,2,446,15,1600,1139,178,71,26,4,11,11,2,4,134,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.12",68,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:19:17",1172,1139,20,9,4,446,433,0,9,4,421,12,1200,754,151,59,22,2,5,16,3,5,152,6
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.12",67,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:49:42",936,903,11,12,10,405,383,0,12,10,394,11,1000,595,126,39,18,2,9,18,4,3,169,6
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.13",149,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:57:06",1023,1006,10,7,0,407,400,0,7,0,400,7,1200,793,152,44,21,4,2,6,6,0,159,6
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.13",148,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:46:10",1105,1092,5,8,0,415,407,0,8,0,399,16,1200,785,120,74,23,3,4,13,8,1,146,7
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.13",147,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:47:15",1242,1234,0,8,0,495,487,0,8,0,477,18,1300,805,156,63,26,3,11,18,3,2,193,2
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.13",146,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:45:33",1142,1110,21,11,0,436,425,0,11,0,421,15,1200,761,152,56,17,5,9,19,3,2,153,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.15",142,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:00:06",1227,1221,3,3,0,470,467,0,3,0,462,8,1300,830,175,53,20,6,6,19,7,6,165,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.15",141,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:12:16",1239,1215,6,18,0,587,584,0,3,0,565,2,1300,733,193,68,22,2,7,24,4,8,234,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.15",140,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:09:39",1016,1007,1,8,0,414,406,0,8,0,397,17,1300,886,149,38,13,7,5,25,5,3,151,1
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.15",139,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:08:33",1329,1313,5,10,1,548,537,0,10,1,536,12,1400,852,211,43,24,9,9,20,2,7,204,7
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.15 (ŞCOALA PRIMARĂ NR.15)",99,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:49:10",1421,1406,6,9,0,539,530,0,9,0,519,20,1500,961,195,64,20,5,4,22,4,5,197,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.15 (ŞCOALA PRIMARĂ NR.15)",100,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:28:54",1455,1438,10,7,0,578,570,1,7,0,558,20,1500,922,217,65,19,6,6,22,7,4,208,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.16 ” TAKE IONESCU ”",161,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:00:21",1064,908,91,12,53,514,445,4,12,53,478,36,1000,486,170,47,27,1,5,0,18,2,208,0
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.16 ” TAKE IONESCU ”",159,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:37:31",1492,1314,155,22,1,577,551,3,22,1,553,24,1600,1023,182,48,13,5,5,33,3,4,254,6
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.16 ” TAKE IONESCU ”",160,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:50:17",1043,981,50,12,0,477,465,0,12,0,466,11,1200,723,167,42,14,2,6,22,5,4,201,3
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ NR.16 ”TAKE IONESCU”",162,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:41:12",1107,965,51,21,70,520,426,3,21,70,517,3,1000,480,159,52,13,3,6,17,5,6,250,6
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.18",37,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:49:02",1391,1375,6,10,0,583,573,0,10,0,563,20,1400,817,194,55,18,5,5,30,5,5,241,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.18",38,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:35:24",1429,1416,1,12,0,625,613,0,12,0,612,13,1500,875,222,49,21,4,7,26,6,1,272,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.18",39,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-11 11:05:51",1165,1155,4,5,1,472,466,0,5,1,440,19,1200,741,139,37,13,6,10,33,8,1,190,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.19 ”AVRAM IANCU”",42,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:01:13",963,948,13,1,1,443,438,3,1,1,434,9,1200,757,128,35,10,1,10,24,2,3,218,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.19 ”AVRAM IANCU”",44,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:50:34",1169,1151,11,6,1,561,553,1,6,1,549,12,1200,639,179,41,16,4,1,37,4,2,262,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.19 ”AVRAM IANCU”",43,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:25:45",1069,1053,2,14,0,441,427,0,14,0,427,14,1100,659,134,54,11,5,6,21,4,1,186,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.19 ”AVRAM IANCU”",45,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:32:17",1272,1251,14,7,0,519,512,0,7,0,512,7,1300,781,173,46,10,5,4,27,4,1,239,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.19 ”AVRAM IANCU” (ŞCOALA PRIMARĂ NR.19)",59,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:49:48",1603,1578,17,8,0,734,725,1,8,0,718,16,1700,966,218,64,33,7,9,28,3,2,350,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.19 ”AVRAM IANCU” (ŞCOALA PRIMARĂ NR.19)",60,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:34:07",1504,1496,0,8,0,552,544,0,8,0,536,8,1600,1056,188,81,40,2,18,20,6,0,175,6
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.19 ”AVRAM IANCU” (ŞCOALA PRIMARĂ NR.19)",58,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:38:08",1781,1746,17,17,1,733,716,0,16,1,713,20,1800,1067,222,83,16,4,10,34,5,0,329,10
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.19 ”AVRAM IANCU” TIMIȘOARA",28,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:32:21",1419,1404,11,4,0,591,587,0,4,0,576,15,1500,909,185,58,14,3,8,38,4,5,253,8
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.19 ”AVRAM IANCU” TIMIȘOARA",27,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:33:41",1288,1279,5,4,0,625,619,2,4,0,609,16,1600,975,212,61,20,6,10,22,12,4,253,9
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.1( ŞCOALA GIMNAZIALĂ NR. 4 )",202,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:08:06",1469,1450,10,9,0,673,663,1,9,0,648,25,1500,827,234,64,16,4,16,33,9,6,258,8
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.1( ŞCOALA GIMNAZIALĂ NR. 4 )",201,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:55:48",1606,1599,0,7,0,652,645,0,7,0,621,31,2000,1348,229,80,28,10,13,20,20,5,206,10
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ NR.1 TIMIȘOARA",205,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:19:07",1269,1257,3,9,0,358,349,0,9,0,340,17,1300,942,128,50,22,1,6,4,11,2,116,0
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ NR.1 TIMIȘOARA",206,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:58:01",971,962,4,5,0,337,332,0,5,0,329,7,1000,664,112,39,14,2,10,18,2,1,128,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.2",104,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:48:32",1303,1294,6,3,0,542,538,1,3,0,520,22,1300,758,183,45,18,2,14,22,6,4,215,11
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.2",105,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:41:46",1213,1205,0,8,0,506,498,0,8,0,493,13,1300,794,197,48,22,3,10,22,6,0,181,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.2",103,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:32:09",1364,1355,3,6,0,532,526,0,6,0,505,27,1400,868,172,73,12,7,6,22,7,5,197,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.21 ” VICENŢIU BABEŞ ”",166,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:49:47",1264,1247,5,12,0,504,492,0,12,0,492,12,1300,796,178,61,9,4,6,18,4,3,203,6
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.21 ” VICENŢIU BABEŞ ”",168,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:21:10",1361,1350,4,7,0,604,597,0,7,0,581,23,1400,796,209,77,20,3,9,23,15,4,216,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.21 ” VICENŢIU BABEŞ ”",169,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:55:47",1048,1038,3,7,0,415,408,0,7,0,399,16,1100,685,126,50,18,2,7,13,8,3,168,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.21 ” VICENŢIU BABEŞ ”",167,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:18:11",1448,1429,4,15,0,610,595,0,15,0,598,12,1600,990,198,64,27,5,10,25,10,3,248,8
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.24",36,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:33:22",1191,1179,6,6,0,552,546,0,6,0,542,10,1200,648,171,59,14,6,5,13,12,2,259,1
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.24",31,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:44:03",719,709,3,7,0,317,309,1,7,0,308,9,1200,883,98,33,13,1,7,9,4,3,140,0
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.24",30,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:41:31",1238,1220,6,12,0,527,515,0,12,0,502,20,1300,755,151,55,20,9,4,32,8,5,212,6
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.24",32,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:52:35",861,843,10,8,0,345,337,0,8,0,335,10,1300,955,94,32,20,3,8,21,2,3,149,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.24",34,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:38:40",1014,995,2,17,0,432,415,0,17,0,424,8,1100,668,146,30,7,2,4,33,4,5,191,2
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.24",29,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:46:43",1162,1153,3,6,0,485,478,1,6,0,476,9,1400,915,165,33,15,1,14,28,5,1,208,6
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.24",35,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:57:58",1166,1124,29,13,0,511,498,0,13,0,499,12,1200,689,180,44,16,2,2,13,7,1,230,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.24",33,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:09:15",1221,1208,6,7,0,488,481,0,7,0,470,17,1300,7,165,43,14,7,5,23,3,1,205,4
