precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
31,PRAHOVA,"COOPERATIVA DE CONSUM",399,DRĂGĂNEŞTI,133018,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:09:34",311,303,0,8,0,182,174,0,8,0,176,6,352,170,88,24,35,3,26
31,PRAHOVA,"GRĂDINIȚA DRĂGĂNEȘTI",395,DRĂGĂNEŞTI,133018,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:01:11",1025,1018,0,6,1,584,577,0,6,1,551,33,1100,516,325,38,121,6,61
31,PRAHOVA,"ȘCOALA CU CLASELE I-IV BELCIUG",397,DRĂGĂNEŞTI,133018,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:16:12",427,424,0,3,0,240,237,0,3,0,220,20,500,260,115,23,16,12,54
31,PRAHOVA,"ȘCOALA CU CLASELE I-IV CORNU DE JOS",398,DRĂGĂNEŞTI,133018,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:13:06",479,471,0,4,4,267,259,0,4,4,254,13,500,233,166,14,26,6,42
31,PRAHOVA,"ȘCOALA PRIMARĂ ” LEONIDA SECRETEANU”",396,DRĂGĂNEŞTI,133018,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:18:58",656,647,0,5,4,376,367,0,5,4,361,15,700,324,258,26,23,10,44
31,PRAHOVA,"ȘCOALA PRIMARĂ MERI",400,DRĂGĂNEŞTI,133018,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:13:56",847,829,0,8,10,489,471,0,8,10,474,15,900,411,341,17,52,12,52
