precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
4,BACĂU,"ŞCOALA GIMNAZIALĂ NR.1 SATUL ROŞIORI",549,ROŞIORI,24999,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:06:00",1049,1028,0,10,11,595,574,0,10,11,537,58,1100,505,117,15,181,117,27,80
4,BACĂU,"ŞCOALA PRIMARĂ SATUL POIENI",550,ROŞIORI,24999,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:41:10",279,272,1,6,0,160,154,0,6,0,151,9,349,189,16,4,80,32,1,18
4,BACĂU,"ŞCOALA PRIMARĂ SATUL VALEA MARE",551,ROŞIORI,24999,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:00:31",510,494,2,10,4,293,279,0,10,4,274,19,500,207,75,19,127,36,1,16
