precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"RADU LEONAŞ-PARTIDUL NAȚIONAL LIBERAL-voturi","GRIGORE IRINEL-LUCIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","TIMIŞ IONEL-ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","ISPAS MIHAI-CONSTANTIN-ALIANȚA DREAPTA UNITĂ USR - FORȚA DREPTEI-voturi","DAN IULIU-ANDREI-PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi"
31,PRAHOVA,"FOSTUL SEDIU AL GRADINŢEI DE COPII DIN COLONIA BRAZI",341,BRAZI,130712,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:43:56",326,323,0,3,0,191,188,0,3,0,188,3,356,165,86,10,5,4,83
31,PRAHOVA,"FOSTUL SEDIU AL ŞCOLII GIMNAZIALE DIN SATUL STEJARU",346,BRAZI,130712,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:16:25",514,508,0,6,0,245,239,0,6,0,234,11,560,315,92,20,0,1,121
31,PRAHOVA,"PUNCTUL DE LUCRU AL PRIMĂRIEI BRAZI DIN SATUL POPEŞTI",345,BRAZI,130712,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:19:25",1473,1443,1,9,20,782,753,0,9,20,758,22,1611,831,366,34,6,17,335
31,PRAHOVA,"SALA DE FESTIVITĂŢI A PRIMĂRIEI COMUNEI BRAZI",343,BRAZI,130712,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:21:21",669,633,0,18,18,418,382,0,18,18,408,10,698,280,176,15,2,6,209
31,PRAHOVA,"SALA DE SPORT A ŞCOLII GIMNAZIALE ”DUMITRU HERA” BĂTEŞTI",342,BRAZI,130712,1,PART,PRCNCT,P,P_SV,"2024-06-10 15:10:58",1452,1410,1,22,19,802,761,0,22,19,793,9,1572,770,324,30,20,51,368
31,PRAHOVA,"SALA DE SPORT A ŞCOLII GIMNAZIALE ”PROFESOR OPREA MIHAI” SAT NEGOIEŞTI",344,BRAZI,130712,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:57:58",1568,1526,12,20,10,837,803,4,20,10,812,24,1692,855,311,59,5,30,407
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ BRAZI",340,BRAZI,130712,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:21:27",1006,954,0,28,24,680,628,0,28,24,667,13,1084,404,458,19,2,12,176
