precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DUMITRU MIRCEA-PARTIDUL SOCIAL DEMOCRAT-voturi","STOICA MITICĂ-PARTIDUL NAȚIONAL LIBERAL-voturi","BĂICULESCU VASILE-FORȚA DREPTEI-voturi"
18,GALAŢI,"GRĂDINIȚA NR.1 BRĂHĂȘEȘTI",246,BRĂHĂŞEŞTI,75766,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:41:05",1004,984,0,0,20,433,413,0,0,20,420,13,1200,767,331,83,6
18,GALAŢI,"GRĂDINIȚA NR.1 BRĂHĂȘEȘTI",245,BRĂHĂŞEŞTI,75766,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:01:00",1369,1345,0,1,23,543,519,0,1,23,515,28,1503,960,417,96,2
18,GALAŢI,"SCOALA GIMNAZIALA NR. 1 TOFLEA",247,BRĂHĂŞEŞTI,75766,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:47:14",1652,1638,0,10,4,457,447,0,6,4,430,27,1800,1343,371,49,10
18,GALAŢI,"SCOALA GIMNAZIALA NR. 1 TOFLEA",248,BRĂHĂŞEŞTI,75766,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:49:23",1233,1223,0,7,3,319,309,0,7,3,291,28,1400,1081,256,31,4
18,GALAŢI,"SCOALA GIMNAZIALA NR.1 TOFLEA",249,BRĂHĂŞEŞTI,75766,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:55:07",1555,1549,0,6,0,408,402,0,6,0,373,35,1600,1192,318,48,7
