precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"FRENŢI DANIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DUMA OVIDIU-MARIUS-PARTIDUL NAȚIONAL LIBERAL-voturi","MELNIC ŞTEFAN-PARTIDUL SOCIAL DEMOCRAT-voturi","IACOBUŢĂ NELI-FORȚA DREPTEI-voturi","POMIAN EMIL-voturi"
32,"SATU MARE","BIBLIOTECA ARDUD",90,"ORAŞ ARDUD",136848,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:48:54",1606,1599,0,6,1,708,701,0,6,1,645,63,1711,996,173,309,93,58,12
32,"SATU MARE","CĂMINUL CULTURAL BABA NOVAC",93,"ORAŞ ARDUD",136848,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:51:38",477,466,1,10,0,224,214,0,10,0,216,8,567,343,28,110,55,21,2
32,"SATU MARE","CĂMINUL CULTURAL GERĂUŞA",94,"ORAŞ ARDUD",136848,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:36:13",422,417,0,5,0,199,194,0,5,0,195,4,517,318,29,89,40,34,3
32,"SATU MARE","GRĂDINIȚA CU PROGRAM PRELUNGIT ARDUD",91,"ORAŞ ARDUD",136848,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:07:45",940,929,0,7,4,487,476,0,7,4,481,6,1036,549,110,184,115,59,13
32,"SATU MARE","LICEUL TEHNOLOGIC",89,"ORAŞ ARDUD",136848,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:12:14",1464,1438,3,17,6,638,615,0,17,6,623,15,1538,900,87,302,132,87,15
32,"SATU MARE","SCOALA GENERALĂ MĂDĂRAS",92,"ORAŞ ARDUD",136848,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:29:57",1035,1017,1,12,5,521,504,0,12,5,506,15,1117,596,88,237,125,47,9
