precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
34,SIBIU,"FOST SEDIU CAP",223,ALŢINA,143888,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:18:44",249,238,0,9,2,144,133,0,9,2,132,12,270,126,29,79,24,0
34,SIBIU,"FOST SEDIU CAP",224,ALŢINA,143888,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:53:54",118,108,0,6,4,77,67,0,6,4,73,4,120,43,10,52,11,0
34,SIBIU,"SEDIU PRIMARIA",222,ALŢINA,143888,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:48:18",1110,1059,3,25,23,708,659,1,25,23,683,25,1171,463,258,332,90,3
