precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ISVORANU ION-PARTIDUL SOCIAL DEMOCRAT-voturi","MIHALACHE IOAN-FLORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GHEORGHESCU SILVIU-NIKI-PARTIDUL NAȚIONAL LIBERAL-voturi"
12,CĂLĂRAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR. 3",207,SPANŢOV,105259,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:56:56",666,647,0,5,14,422,403,0,5,14,417,5,729,307,80,24,313
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 1 SPANTOV",206,SPANŢOV,105259,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:53:57",756,744,1,4,7,464,452,1,4,7,452,12,828,364,109,23,320
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ NR. 2 STANCEA",208,SPANŢOV,105259,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:09:42",1221,1203,0,10,8,685,667,0,10,8,667,18,1333,648,114,21,532
12,CĂLĂRAŞI,"ŞCOALA PRIMARĂ NR. 1 CLINCIU",209,SPANŢOV,105259,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:52:31",944,934,0,1,9,584,574,0,1,9,563,21,1029,445,135,16,412
