precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi"
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”JANCSÓ BENEDEK” GHELINŢA",143,GHELINŢA,64318,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:56:53",1459,1390,0,4,65,820,751,0,4,65,798,19,1568,748,679,14,28,51,26
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”JANCSÓ BENEDEK” GHELINŢA",144,GHELINŢA,64318,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:38:55",1428,1391,1,2,34,627,591,0,2,34,562,65,1500,872,389,16,100,50,7
15,COVASNA,"ŞCOALA PRIMARĂ HARALE",146,GHELINŢA,64318,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:23:42",203,190,0,5,8,107,94,0,5,8,103,4,300,193,93,6,0,2,2
15,COVASNA,"ŞCOALA PRIMARĂ NR.2 GHELINŢA",145,GHELINŢA,64318,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:57:39",1151,1102,0,1,48,692,643,0,1,48,659,33,1200,508,596,12,1,46,4
