precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
24,IAŞI,"CĂMIN CULTURAL PÂRCOVACI",297,"ORAŞ HÂRLĂU",95355,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:52:30",1496,1486,0,7,3,803,793,0,7,3,759,44,1600,797,317,355,46,25,6,10
24,IAŞI,"LICEUL TEHNOLOGIC HÂRLĂU",292,"ORAŞ HÂRLĂU",95355,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:42:06",1826,1814,1,8,3,474,463,0,8,3,457,17,2000,1526,126,95,88,33,51,64
24,IAŞI,"LICEUL TEHNOLOGIC HÎRLĂU",291,"ORAŞ HÂRLĂU",95355,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:57:14",1544,1535,0,9,0,380,371,0,9,0,349,31,1700,1320,84,112,55,27,45,26
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”PETRU RAREŞ” - CORP A",294,"ORAŞ HÂRLĂU",95355,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:07:22",432,426,0,5,1,432,426,0,5,1,419,13,2000,1557,120,89,85,47,14,64
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”PETRU RAREŞ” - CORP C",296,"ORAŞ HÂRLĂU",95355,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:19:06",1787,1778,0,7,2,457,448,0,7,2,436,21,2000,1543,123,123,75,37,27,51
24,IAŞI,"ŞCOALA GIMNAZIALĂ PETRU RAREŞ - CORP VECHI",293,"ORAŞ HÂRLĂU",95355,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:59:58",1832,1824,0,7,1,513,505,0,7,1,504,9,2000,1475,172,117,114,36,16,49
24,IAŞI,"ŞCOALA GIMNAZIALĂ PETRU RAREŞ - SALA DE SPORT",295,"ORAŞ HÂRLĂU",95355,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:25:34",1554,1545,0,5,4,574,565,0,5,4,463,111,1700,1126,106,111,67,19,119,41
24,IAŞI,"ŞCOALA GIMNAZIALĂ PÎRCOVACI - CORP ŞCOALĂ",298,"ORAŞ HÂRLĂU",95355,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:53:54",1335,1326,0,8,1,693,684,0,8,1,642,51,1574,881,209,340,31,34,17,11
